['0', '7227581/4363736229', '390707/117938817', '21686749/4363736229', '28920353/4363736229', '72315953/8727472458', '43400651/4363736229', '101298793/8727472458', '57905245/4363736229', '65169256/4363736229', '72442487/4363736229', '17716891/969719162', '87020933/4363736229', '94328354/4363736229', '11294382/484859581', '217970633/8727472458', '12926356/484859581', '6686827/235877634', '262187747/8727472458', '92334137/2909157486', '97286413/2909157486', '153380500/4363736229', '321710519/8727472458', '168355369/4363736229', '117254911/2909157486', '366875687/8727472458', '191023459/4363736229', '198640967/4363736229', '206292191/4363736229', '427958099/8727472458', '443407177/8727472458', '229467953/4363736229', '237274426/4363736229', '245125465/4363736229', '506047369/8727472458']
['289697108/10207090865', '115904297/4082836346', '579662529/20414181730', '57981765/2041418173', '289993529/10207090865', '580170603/20414181730', '580368041/20414181730', '580578807/20414181730', '580802297/20414181730', '581037621/20414181730', '581283919/20414181730', '581540081/20414181730', '581805057/20414181730', '291038794/10207090865', '582356513/20414181730', '291320232/10207090865', '291464094/10207090865', '291609149/10207090865', '583509457/20414181730', '291900131/10207090865', '292044687/10207090865', '292187681/10207090865', '116931387/4082836346', '292466337/10207090865', '585201341/20414181730', '292730797/10207090865', '585712293/20414181730', '585952223/20414181730', '117236083/4082836346', '293197937/10207090865', '586597883/20414181730', '586785783/20414181730', '293479628/10207090865', '587118099/20414181730', '58726249/2041418173']
['579601819/20414448850', '57972144/2041444885', '289927079/10207224425', '290000171/10207224425', '1160320321/40828897700', '290166777/10207224425', '1161040503/40828897700', '1161439579/40828897700', '58093154/2041444885', '1162309449/40828897700', '290694228/10207224425', '1163263481/40828897700', '232753401/8165779540', '291071298/10207224425', '291203916/10207224425', '582677963/20414448850', '233180681/8165779540', '1166455559/40828897700', '583504833/20414448850', '583781571/20414448850', '292028314/10207224425', '292164346/10207224425', '584596441/20414448850', '292429288/10207224425', '292556917/10207224425', '1170721979/40828897700', '1171197761/40828897700', '1171652823/40828897700', '234417037/8165779540', '234498617/8165779540', '586437529/20414448850', '11732300/408288977', '1173557231/40828897700', '1173856533/40828897700', '1174128193/40828897700']
['289904711/10207357985', '115984279/4082943194', '580045787/20414715970', '290091517/10207357985', '580333263/20414715970', '116099301/4082943194', '290336231/10207357985', '290430386/10207357985', '581060783/20414715970', '290635914/10207357985', '581492993/20414715970', '58172340/2041471597', '290980974/10207357985', '26463982/927941635', '582459151/20414715970', '291357731/10207357985', '52997747/1855883270', '583237261/20414715970', '583500209/20414715970', '58376288/2041471597', '292011941/10207357985', '292141011/10207357985', '584535947/20414715970', '292392239/10207357985', '585026327/20414715970', '117052077/4082943194', '292742734/10207357985', '58570060/2041471597', '5326407/185588327', '586097211/20414715970', '10659585/371176654', '586444217/20414715970', '117319595/4082943194', '293369217/10207357985', '586865703/20414715970']
['386665571/13609971314', '1160206933/40829913942', '580220417/20414956971', '580349600/20414956971', '386994141/13609971314', '193548416/6804985657', '193603835/6804985657', '1161979183/40829913942', '1162357913/40829913942', '387585941/13609971314', '193862882/6804985657', '581807257/20414956971', '1164067513/40829913942', '582267082/20414956971', '1165012253/40829913942', '582749741/20414956971', '582996712/20414956971', '194415285/6804985657', '194498635/6804985657', '389163763/13609971314', '1167987595/40829913942', '194746382/6804985657', '1168960891/40829913942', '1169432987/40829913942', '1169892233/40829913942', '1170336359/40829913942', '14105581/491926674', '1171170839/40829913942', '1171557397/40829913942', '585960664/20414956971', '195376892/6804985657', '195429422/6804985657', '390955445/13609971314', '1173130679/40829913942', '4712329/163975558']
['580187291/20415197972', '290142769/10207598986', '580395047/20415197972', '290258083/10207598986', '11166330/392599961', '580793991/20415197972', '145237637/5103799493', '581118411/20415197972', '290648565/10207598986', '581485995/20415197972', '581684299/20415197972', '290945557/10207598986', '582105565/20415197972', '145581640/5103799493', '291276551/10207598986', '11207385/392599961', '583018207/20415197972', '583254449/20415197972', '583491601/20415197972', '583728409/20415197972', '583963713/20415197972', '292098135/10207598986', '146106236/5103799493', '584648509/20415197972', '292432953/10207598986', '292537987/10207598986', '585277755/20415197972', '585470239/20415197972', '585652627/20415197972', '585824117/20415197972', '585984177/20415197972', '586132315/20415197972', '146567090/5103799493', '586392245/20415197972', '293252109/10207598986']
['580358926/20415415081', '580451073/20415415081', '580553900/20415415081', '1161335611/40830830162', '1161586035/40830830162', '580929574/20415415081', '581077329/20415415081', '1162471915/40830830162', '1162809967/40830830162', '1163167583/40830830162', '581771655/20415415081', '1163935495/40830830162', '582171165/20415415081', '582380927/20415415081', '582596008/20415415081', '582815340/20415415081', '583037795/20415415081', '1166524525/40830830162', '583487572/20415415081', '583712575/20415415081', '1167872179/40830830162', '1168313949/40830830162', '1168748147/40830830162', '584586268/20415415081', '584792470/20415415081', '584991633/20415415081', '1170365553/40830830162', '1170729983/40830830162', '585537465/20415415081', '585699496/20415415081', '1171701059/40830830162', '1171980343/40830830162', '586118226/20415415081', '586234701/20415415081', '586339811/20415415081']
['193510187/6805210730', '290308304/10207816095', '580712753/20415632190', '116163889/4083126438', '38729125/1361042146', '581065157/20415632190', '58120411/2041563219', '290676752/10207816095', '581512837/20415632190', '290840794/10207816095', '581859011/20415632190', '582044381/20415632190', '116447353/4083126438', '97072549/3402605365', '291319457/10207816095', '19428222/680521073', '194352461/6805210730', '291635038/10207816095', '583483543/20415632190', '583696741/20415632190', '291954233/10207816095', '194705893/6805210730', '194774401/6805210730', '584524027/20415632190', '292359517/10207816095', '292453646/10207816095', '97514633/3402605365', '292629872/10207816095', '585422303/20415632190', '39038325/1361042146', '292858441/10207816095', '97641338/3402605365', '292984046/10207816095', '586077157/20415632190', '293087702/10207816095']
['2322744775/81663309679', '2323067151/81663309679', '2323427959/81663309679', '2323828803/81663309679', '2324270677/81663309679', '2324753901/81663309679', '2325278065/81663309679', '332263161/11666187097', '2326444441/81663309679', '2327082829/81663309679', '332536383/11666187097', '2328457001/81663309679', '2329186459/81663309679', '2329939473/81663309679', '2330712233/81663309679', '2331500783/81663309679', '2332300933/81663309679', '2333108537/81663309679', '2333919251/81663309679', '2334728771/81663309679', '2335532713/81663309679', '2336326817/81663309679', '2337106783/81663309679', '2337868473/81663309679', '2338607837/81663309679', '2339321055/81663309679', '2340004521/81663309679', '2340654927/81663309679', '2341269355/81663309679', '2341845325/81663309679', '334625843/11666187097', '334696401/11666187097', '2343326477/81663309679', '2343736125/81663309679', '2344104713/81663309679']
['1161683653/40832045299', '1161833935/40832045299', '1162002453/40832045299', '1162189913/40832045299', '1162396927/40832045299', '1162623587/40832045299', '1162869845/40832045299', '1163135119/40832045299', '1163418767/40832045299', '1163719653/40832045299', '1164036659/40832045299', '14028533/491952353', '1164712929/40832045299', '1165068885/40832045299', '1165434405/40832045299', '1165807463/40832045299', '1166186167/40832045299', '1166568385/40832045299', '1166952165/40832045299', '1167335289/40832045299', '1167715781/40832045299', '1168091459/40832045299', '1168460377/40832045299', '1168820419/40832045299', '1169169769/40832045299', '1169506471/40832045299', '1169828925/40832045299', '1170135439/40832045299', '14101503/491952353', '1170695575/40832045299', '1170947137/40832045299', '1171178751/40832045299', '1171390293/40832045299', '1171581811/40832045299', '1171753905/40832045299']
['2323930757/81664791743', '136718355/4803811279', '2324527801/81664791743', '2324879653/81664791743', '2325268639/81664791743', '2325695191/81664791743', '2326159103/81664791743', '2326659513/81664791743', '2327195031/81664791743', '2327763745/81664791743', '2328363309/81664791743', '2328991003/81664791743', '2329643815/81664791743', '2330318425/81664791743', '2331011331/81664791743', '2331718881/81664791743', '2332437187/81664791743', '2333162361/81664791743', '2333890429/81664791743', '2334617323/81664791743', '2335339007/81664791743', '2336051511/81664791743', '2336750843/81664791743', '2337433165/81664791743', '2338094769/81664791743', '2338732115/81664791743', '2339341929/81664791743', '2339921215/81664791743', '2340467351/81664791743', '2340978143/81664791743', '2341451955/81664791743', '2341887731/81664791743', '2342285123/81664791743', '137802617/4803811279', '2342966865/81664791743']
['290561776/10208186611', '290594525/10208186611', '290631337/10208186611', '290672435/10208186611', '290717928/10208186611', '290767901/10208186611', '581644629/20416373222', '581762197/20416373222', '5937634/208330339', '291011023/10208186611', '582163325/20416373222', '291155691/10208186611', '83209349/2916624746', '41616055/1458312373', '582788463/20416373222', '83279387/2916624746', '291562755/10208186611', '291648494/10208186611', '291734566/10208186611', '583641017/20416373222', '83401659/2916624746', '41712859/1458312373', '83449319/2916624746', '83472339/2916624746', '292231250/10208186611', '292306411/10208186611', '292378251/10208186611', '292446444/10208186611', '585021301/20416373222', '41795806/1458312373', '83607487/2916624746', '5973005/208330339', '83635345/2916624746', '585531339/20416373222', '292803240/10208186611']
['30194847/1060598977', '2325248049/81666121229', '2325523735/81666121229', '2325831863/81666121229', '2326173515/81666121229', '2326549223/81666121229', '2326958919/81666121229', '2327401953/81666121229', '101212049/3550700923', '2328382783/81666121229', '2328916817/81666121229', '211770617/7424192839', '332865705/11666588747', '2330663239/81666121229', '2331283453/81666121229', '2331917221/81666121229', '2332560943/81666121229', '2333211003/81666121229', '212169429/7424192839', '2334515313/81666121229', '2335162043/81666121229', '2335800221/81666121229', '2336426149/81666121229', '212457845/7424192839', '333946747/11666588747', '2338195723/81666121229', '101684295/3550700923', '212659429/7424192839', '2339738167/81666121229', '2340190227/81666121229', '334372641/11666588747', '2340992131/81666121229', '2341340973/81666121229', '2341655493/81666121229', '2341936771/81666121229']
['232551223/8166674957', '1162869949/40833374785', '1162998387/40833374785', '1163142123/40833374785', '1163301803/40833374785', '1163477619/40833374785', '166238523/5833339255', '1163877559/40833374785', '1164100863/40833374785', '1164338691/40833374785', '1164590167/40833374785', '1164854023/40833374785', '166447007/5833339255', '1165413699/40833374785', '1165706527/40833374785', '1166005803/40833374785', '1166309923/40833374785', '1166617027/40833374785', '233385091/8166674957', '1167233279/40833374785', '1167538817/40833374785', '1167840169/40833374785', '1168135683/40833374785', '1168423549/40833374785', '1168702229/40833374785', '1168970079/40833374785', '1169225781/40833374785', '167066849/5833339255', '233939113/8166674957', '1169907659/40833374785', '167157667/5833339255', '1170283151/40833374785', '1170446143/40833374785', '33445509/1166667851', '1170723811/40833374785']
['1162985602/40833655891', '1163091886/40833655891', '166173135/5833379413', '1163346540/40833655891', '1163496234/40833655891', '1163661325/40833655891', '1163841842/40833655891', '1164037544/40833655891', '1164247932/40833655891', '1164472278/40833655891', '1164709656/40833655891', '1164958961/40833655891', '1165218942/40833655891', '1165488220/40833655891', '1165765305/40833655891', '1166048642/40833655891', '1166336583/40833655891', '166661063/5833379413', '1166919518/40833655891', '1167211056/40833655891', '1167500335/40833655891', '1167785631/40833655891', '1168065250/40833655891', '1168337556/40833655891', '1168600976/40833655891', '1168854037/40833655891', '1169095381/40833655891', '1169323786/40833655891', '1169538212/40833655891', '1169737827/40833655891', '1169922036/40833655891', '1170090528/40833655891', '1170243287/40833655891', '1170380591/40833655891', '1170503006/40833655891']
['1163215089/40833936997', '166187689/5833419571', '1163425503/40833936997', '1163550957/40833936997', '1163690665/40833936997', '1163845031/40833936997', '1164014023/40833936997', '1164197529/40833936997', '166342143/5833419571', '1164605865/40833936997', '1164829145/40833936997', '1165063899/40833936997', '1165308835/40833936997', '166508963/5833419571', '1165824083/40833936997', '1166091481/40833936997', '1166363243/40833936997', '1166637855/40833936997', '1166913581/40833936997', '1167188833/40833936997', '1167461853/40833936997', '1167731093/40833936997', '1167994817/40833936997', '1168251563/40833936997', '1168499723/40833936997', '1168737995/40833936997', '1168964981/40833936997', '1169179629/40833936997', '1169380859/40833936997', '1169567995/40833936997', '1169740403/40833936997', '1169897905/40833936997', '167148633/5833419571', '1170168367/40833936997', '1170282201/40833936997']
['2326843225/81668376059', '2327027315/81668376059', '2327235925/81668376059', '2327470541/81668376059', '2327732269/81668376059', '2328021775/81668376059', '2328339227/81668376059', '2328684277/81668376059', '2329056097/81668376059', '2329453451/81668376059', '2329874677/81668376059', '2330317799/81668376059', '2330780559/81668376059', '2331260437/81668376059', '2331754691/81668376059', '2332260483/81668376059', '2332774759/81668376059', '2333294397/81668376059', '2333816281/81668376059', '2334337127/81668376059', '2334853773/81668376059', '2335363039/81668376059', '2335861783/81668376059', '2336347003/81668376059', '2336815825/81668376059', '2337265557/81668376059', '2337693727/81668376059', '2338098163/81668376059', '2338477001/81668376059', '2338828811/81668376059', '2339152609/81668376059', '2339447927/81668376059', '2339714859/81668376059', '2339954051/81668376059', '2340166619/81668376059']
['581814068/20417219531', '581856746/20417219531', '581905211/20417219531', '581959792/20417219531', '582020802/20417219531', '582088372/20417219531', '582162602/20417219531', '582243374/20417219531', '582330548/20417219531', '582423793/20417219531', '582522766/20417219531', '582626950/20417219531', '582735862/20417219531', '582848848/20417219531', '582965304/20417219531', '583084501/20417219531', '583205758/20417219531', '583328271/20417219531', '25367450/887705197', '25372789/887705197', '583695960/20417219531', '583815973/20417219531', '583933483/20417219531', '584047720/20417219531', '584158051/20417219531', '584263781/20417219531', '584364373/20417219531', '584459267/20417219531', '584548071/20417219531', '584630408/20417219531', '584706103/20417219531', '584775011/20417219531', '584837214/20417219531', '584892842/20417219531', '584942209/20417219531']
['2327627279/81669325765', '2327786291/81669325765', '2327967073/81669325765', '2328171041/81669325765', '2328399303/81669325765', '2328652551/81669325765', '2328931047/81669325765', '465846913/16333865153', '2329562439/81669325765', '2329913593/81669325765', '466057317/16333865153', '2330679631/81669325765', '2331090697/81669325765', '2331517489/81669325765', '2331957507/81669325765', '2332408129/81669325765', '466573315/16333865153', '2333329931/81669325765', '2333795349/81669325765', '2334259773/81669325765', '2334720317/81669325765', '2335174013/81669325765', '2335617993/81669325765', '2336049493/81669325765', '2336465891/81669325765', '2336864731/81669325765', '2337243789/81669325765', '467520221/16333865153', '467587011/16333865153', '467648879/16333865153', '2338528327/81669325765', '2338786521/81669325765', '2339019187/81669325765', '467845401/16333865153', '467882219/16333865153']
['1163999143/40834886703', '1164072799/40834886703', '22826601/800684053', '388083819/13611628901', '388119233/13611628901', '1164475807/40834886703', '1164605843/40834886703', '1164747817/40834886703', '1164901343/40834886703', '1165066007/40834886703', '1165241053/40834886703', '1165425731/40834886703', '1165618973/40834886703', '1165819793/40834886703', '388675633/13611628901', '1166239127/40834886703', '388818353/13611628901', '1166673389/40834886703', '89760973/3141145131', '1167111479/40834886703', '1167328397/40834886703', '389180689/13611628901', '1167751027/40834886703', '1167954053/40834886703', '389383263/13611628901', '389445723/13611628901', '68736179/2402052159', '389560857/13611628901', '389612971/13611628901', '389661193/13611628901', '1169116121/40834886703', '1169236499/40834886703', '1169344759/40834886703', '1169441321/40834886703', '1169526677/40834886703']
['2328330861/81670171709', '2328467849/81670171709', '2328624107/81670171709', '332685855/11667167387', '2328999565/81670171709', '2329220577/81670171709', '2329464325/81670171709', '2329730717/81670171709', '2330019213/81670171709', '2330328893/81670171709', '2330658495/81670171709', '2331006443/81670171709', '2331370877/81670171709', '2331749741/81670171709', '2332140743/81670171709', '333220211/11667167387', '2332949405/81670171709', '333337405/11667167387', '333396591/11667167387', '2334189509/81670171709', '2334599291/81670171709', '2335002739/81670171709', '333628175/11667167387', '2335780233/81670171709', '2336149345/81670171709', '2336502355/81670171709', '2336837245/81670171709', '2337152269/81670171709', '2337446007/81670171709', '2337717399/81670171709', '2337965785/81670171709', '2338190991/81670171709', '2338393285/81670171709', '2338573387/81670171709', '2338732399/81670171709']
['582165859/20417642503', '582197525/20417642503', '582233728/20417642503', '582274764/20417642503', '582320933/20417642503', '582372385/20417642503', '582429241/20417642503', '582491450/20417642503', '582558935/20417642503', '582631443/20417642503', '582708721/20417642503', '582790356/20417642503', '582875952/20417642503', '582964974/20417642503', '583056922/20417642503', '583151175/20417642503', '583247173/20417642503', '583344223/20417642503', '583441744/20417642503', '583539015/20417642503', '583635447/20417642503', '583730336/20417642503', '583823099/20417642503', '583913090/20417642503', '583999778/20417642503', '584082593/20417642503', '584161101/20417642503', '584234849/20417642503', '584303547/20417642503', '584366910/20417642503', '584424832/20417642503', '584477246/20417642503', '584524263/20417642503', '584566033/20417642503', '584602861/20417642503']
['2328960979/81670923843', '2329078669/81670923843', '776404457/27223641281', '2329366363/81670923843', '2329538689/81670923843', '2329731089/81670923843', '2329943935/81670923843', '2330177203/81670923843', '2330430487/81670923843', '2330703013/81670923843', '776997891/27223641281', '777100355/27223641281', '777207845/27223641281', '2331959201/81670923843', '2332305989/81670923843', '2332661695/81670923843', '2333024003/81670923843', '2333390419/81670923843', '777919519/27223641281', '2334125807/81670923843', '2334489743/81670923843', '2334847841/81670923843', '2335197691/81670923843', '2335536989/81670923843', '2335863553/81670923843', '2336175361/81670923843', '2336470613/81670923843', '2336747759/81670923843', '2337005555/81670923843', '779081033/27223641281', '2337459887/81670923843', '779218611/27223641281', '2337831275/81670923843', '2337986957/81670923843', '2338123945/81670923843']
['1164629261/40835638837', '1164683619/40835638837', '1164745915/40835638837', '166402405/5833662691', '1164896823/40835638837', '166426617/5833662691', '166440779/5833662691', '166456329/5833662691', '166473231/5833662691', '1165440127/40835638837', '1165576231/40835638837', '166531479/5833662691', '1165871631/40835638837', '1166029253/40835638837', '1166192145/40835638837', '1166359345/40835638837', '1166529657/40835638837', '1166701973/40835638837', '1166875069/40835638837', '166721111/5833662691', '1167218849/40835638837', '1167387169/40835638837', '1167551493/40835638837', '1167710809/40835638837', '1167863997/40835638837', '1168010175/40835638837', '1168148411/40835638837', '1168278061/40835638837', '1168398461/40835638837', '166929897/5833662691', '1168610223/40835638837', '1168701341/40835638837', '1168782749/40835638837', '1168854891/40835638837', '1168918223/40835638837']
['776508057/27223863779', '2329625005/81671591337', '2329740809/81671591337', '776624263/27223863779', '2330021947/81671591337', '2330189027/81671591337', '2330374433/81671591337', '2330578225/81671591337', '2330800093/81671591337', '2331039397/81671591337', '2331295175/81671591337', '777188729/27223863779', '2331850945/81671591337', '777382587/27223863779', '777484915/27223863779', '2332769881/81671591337', '777697021/27223863779', '777805333/27223863779', '2333742497/81671591337', '2334068167/81671591337', '333484397/11667370191', '2334708017/81671591337', '2335017683/81671591337', '333616811/11667370191', '2335606009/81671591337', '2335880861/81671591337', '2336140615/81671591337', '2336383901/81671591337', '778869879/27223863779', '778939025/27223863779', '2337005821/81671591337', '333882269/11667370191', '2337327647/81671591337', '2337461863/81671591337', '2337579553/81671591337']
['116489491/4083595250', '83210099/2916853750', '83213921/2916853750', '582527977/20417976250', '291281281/10208988125', '291300677/10208988125', '58264449/2041797625', '582691961/20417976250', '291371869/10208988125', '116559927/4083595250', '291429736/10208988125', '582922917/20417976250', '582989657/20417976250', '291529627/10208988125', '11662626/408359525', '291602634/10208988125', '583280703/20417976250', '583357013/20417976250', '291716857/10208988125', '116702039/4083595250', '116717193/4083595250', '291830212/10208988125', '116746619/4083595250', '291901717/10208988125', '291935503/10208988125', '583935343/20417976250', '291998051/10208988125', '58405292/2041797625', '292052794/10208988125', '292076949/10208988125', '584197799/20417976250', '584237271/20417976250', '584272449/20417976250', '292151743/10208988125', '116866133/4083595250']
['1165013261/40836091296', '1165056331/40836091296', '194184329/6806015216', '1165162745/40836091296', '35309913/1237457312', '388433163/13612030432', '1165380043/40836091296', '1165468849/40836091296', '22414727/785309448', '1165670633/40836091296', '55513473/1944575776', '1165902151/40836091296', '55525125/1944575776', '388719531/13612030432', '291573551/10209022824', '1166433529/40836091296', '1166575621/40836091296', '1166719423/40836091296', '7479897/261769816', '145876007/5104511412', '13263077/464046492', '29930539/1047079264', '291856951/10209022824', '935545/32721227', '389229063/13612030432', '389269357/13612030432', '1167922087/40836091296', '1168028627/40836091296', '584063617/20418045648', '5057219/176779616', '1738541/60767993', '1168373161/40836091296', '1168438631/40836091296', '584248163/20418045648', '4280391/149582752']
['291282903/10209057523', '15331201/537318817', '582608527/20418115046', '291317384/10209057523', '582664567/20418115046', '582698135/20418115046', '582735553/20418115046', '291388444/10209057523', '291411033/10209057523', '291435499/10209057523', '582923461/20418115046', '291489617/10209057523', '291518984/10209057523', '583099339/20418115046', '291581452/10209057523', '83318323/2916873578', '291647459/10209057523', '291681205/10209057523', '41673587/1458436789', '583497861/20418115046', '583564811/20418115046', '583630597/20418115046', '583694709/20418115046', '41696909/1458436789', '583816183/20418115046', '291936364/10209057523', '583925985/20418115046', '83425101/2916873578', '292010823/10209057523', '584063691/20418115046', '584101753/20418115046', '292067945/10209057523', '292083091/10209057523', '41728060/1458436789', '292108039/10209057523']
['582618419/20418176328', '582636763/20418176328', '194219327/6806058776', '1165364671/40836352656', '52973641/1856197848', '582741307/20418176328', '291388109/10209088164', '1165629647/40836352656', '291428545/10209088164', '97150485/3403029388', '388634737/13612117552', '388669625/13612117552', '1166119223/40836352656', '48593107/1701514694', '1166354137/40836352656', '145809637/5104544082', '97216881/3403029388', '13258291/464049462', '388952427/13612117552', '388994867/13612117552', '389036875/13612117552', '291808597/10209088164', '389118327/13612117552', '1167471533/40836352656', '17690655/618732616', '1167689333/40836352656', '1167789199/40836352656', '1167882305/40836352656', '583984123/20418176328', '194674461/6806058776', '292029443/10209088164', '24337111/850757347', '584118829/20418176328', '1168287127/40836352656', '389443399/13612117552']
['291335516/10209118805', '291343944/10209118805', '116541487/4083647522', '582729903/20418237610', '116551107/4083647522', '582784479/20418237610', '582816883/20418237610', '582852759/20418237610', '291446057/10209118805', '291467411/10209118805', '58298075/2041823761', '583029641/20418237610', '116616251/4083647522', '583135229/20418237610', '583191233/20418237610', '116649767/4083647522', '291653827/10209118805', '291683599/10209118805', '583427063/20418237610', '58348674/2041823761', '291772907/10209118805', '583603791/20418237610', '291830136/10209118805', '583714807/20418237610', '583767047/20418237610', '116763321/4083647522', '291931607/10209118805', '291953299/10209118805', '58394660/2041823761', '116796615/4083647522', '584016019/20418237610', '292022719/10209118805', '292035738/10209118805', '584094287/20418237610', '584114119/20418237610']
['1165435431/40836583270', '166495227/5833797610', '1165502761/40836583270', '116554443/4083658327', '582796012/20418291635', '582822942/20418291635', '1165706247/40836583270', '1165773209/40836583270', '1165846737/40836583270', '582963329/20418291635', '583006336/20418291635', '166586337/5833797610', '166600171/5833797610', '583151286/20418291635', '83314842/2916898805', '583258041/20418291635', '1166626667/40836583270', '233347735/8167316654', '116685125/4083658327', '83354536/2916898805', '583537284/20418291635', '583591782/20418291635', '116728967/4083658327', '166770299/5833797610', '984393/34432195', '583791512/20418291635', '583835152/20418291635', '583875738/20418291635', '83416157/2916898805', '583947132/20418291635', '583977809/20418291635', '233602069/8167316654', '116805868/4083658327', '584050486/20418291635', '116813766/4083658327']
['582764399/20418345660', '194259567/6806115220', '291397663/10209172830', '194271509/6806115220', '582836489/20418345660', '38857427/1361223044', '145722341/5104586415', '58292045/2041834566', '582954623/20418345660', '48582653/1701528805', '97171987/3403057610', '291537359/10209172830', '97186657/3403057610', '583167343/20418345660', '116643311/4083669132', '583267247/20418345660', '194439671/6806115220', '194457159/6806115220', '194474729/6806115220', '145869191/5104586415', '291764377/10209172830', '194526591/6806115220', '291814699/10209172830', '291838643/10209172830', '583723051/20418345660', '583766419/20418345660', '1577857/55184718', '291922439/10209172830', '291939799/10209172830', '194637063/6806115220', '194646533/6806115220', '194654969/6806115220', '145996801/5104586415', '38933779/1361223044', '584023541/20418345660']
['155414861/5444904847', '466255135/16334714541', '2331337157/81673572705', '777136081/27224524235', '2331489737/81673572705', '2331582299/81673572705', '2331686389/81673572705', '2331802243/81673572705', '2331929839/81673572705', '2332068911/81673572705', '777406317/27224524235', '2332379237/81673572705', '2332548829/81673572705', '2332726649/81673572705', '2332911439/81673572705', '777700603/27224524235', '155553089/5444904847', '17032799/596157465', '2333691587/81673572705', '2333889137/81673572705', '778028167/27224524235', '778092031/27224524235', '466892485/16334714541', '2334642061/81673572705', '466962733/16334714541', '5681207/198719155', '155675219/5444904847', '778423161/27224524235', '2335399097/81673572705', '2335516807/81673572705', '778540849/27224524235', '2335716541/81673572705', '778599751/27224524235', '155724757/5444904847', '778644557/27224524235']
['1165694117/40836881385', '1165718273/40836881385', '233149301/8167376277', '129531021/4537431265', '1165816759/40836881385', '1165859489/40836881385', '388635887/13612293795', '388653781/13612293795', '388673531/13612293795', '1166085239/40836881385', '388718369/13612293795', '129581089/4537431265', '233261789/8167376277', '129599107/4537431265', '1166478329/40836881385', '233313463/8167376277', '129628701/4537431265', '1166750509/40836881385', '1166843213/40836881385', '1166935609/40836881385', '1167026993/40836881385', '389038849/13612293795', '1167203629/40836881385', '1167287489/40836881385', '129707507/4537431265', '1167443239/40836881385', '233502821/8167376277', '1167579727/40836881385', '1167639901/40836881385', '1167694429/40836881385', '129749261/4537431265', '1167786727/40836881385', '233564969/8167376277', '77857199/2722458759', '1167886589/40836881385']
['2331534289/81673929653', '2331578813/81673929653', '2331630901/81673929653', '2331691357/81673929653', '2331760927/81673929653', '2331840233/81673929653', '2331929743/81673929653', '2332029701/81673929653', '2332140133/81673929653', '2332260843/81673929653', '2332391401/81673929653', '2332531179/81673929653', '2332679367/81673929653', '2332834981/81673929653', '2332996909/81673929653', '2333163895/81673929653', '2333334639/81673929653', '2333507743/81673929653', '2333681743/81673929653', '2333855215/81673929653', '2334026687/81673929653', '2334194731/81673929653', '2334357995/81673929653', '2334515175/81673929653', '2334665091/81673929653', '2334806691/81673929653', '2334939095/81673929653', '2335061607/81673929653', '2335173741/81673929653', '2335275247/81673929653', '2335366125/81673929653', '2335446611/81673929653', '2335517175/81673929653', '2335578455/81673929653', '2335631215/81673929653']
['291460043/10209262067', '291465135/10209262067', '291471099/10209262067', '291478042/10209262067', '291486042/10209262067', '291495186/10209262067', '583011041/20418524134', '583034179/20418524134', '291529885/10209262067', '291543901/10209262067', '583118147/20418524134', '583150689/20418524134', '583185211/20418524134', '583221509/20418524134', '291629645/10209262067', '291649145/10209262067', '583338165/20418524134', '583378617/20418524134', '583419265/20418524134', '583459803/20418524134', '583499847/20418524134', '291769546/10209262067', '583577183/20418524134', '583613843/20418524134', '291824382/10209262067', '291840863/10209262067', '583712495/20418524134', '291870470/10209262067', '291883460/10209262067', '583790409/20418524134', '291905694/10209262067', '291914971/10209262067', '583846165/20418524134', '583860235/20418524134', '583872313/20418524134']
['2331809077/81674242709', '2331846533/81674242709', '2331890519/81674242709', '2331941777/81674242709', '2332000989/81674242709', '2332068747/81674242709', '2332145497/81674242709', '2332231513/81674242709', '2332326845/81674242709', '2332431355/81674242709', '2332544687/81674242709', '2332666305/81674242709', '2332795491/81674242709', '2332931379/81674242709', '2333072967/81674242709', '2333219133/81674242709', '2333368687/81674242709', '2333520387/81674242709', '2333672877/81674242709', '2333824895/81674242709', '2333975083/81674242709', '2334122161/81674242709', '2334264901/81674242709', '2334402137/81674242709', '2334532803/81674242709', '2334655975/81674242709', '2334770875/81674242709', '2334876909/81674242709', '2334973667/81674242709', '2335060969/81674242709', '2335138849/81674242709', '2335207573/81674242709', '2335267593/81674242709', '11067865/387081719', '2335364039/81674242709']
['1165968905/40837194441', '1165985993/40837194441', '1166006123/40837194441', '1166029609/40837194441', '129561869/4537466049', '388696001/13612398147', '388707805/13612398147', '1166163155/40837194441', '1166207305/40837194441', '388751917/13612398147', '1166308393/40837194441', '43198701/1512488683', '1166425069/40837194441', '1166488361/40837194441', '1166554387/40837194441', '1166622553/40837194441', '1166692357/40837194441', '388921051/13612398147', '1166834347/40837194441', '1166905289/40837194441', '1166975389/40837194441', '43223851/1512488683', '389036845/13612398147', '1167174451/40837194441', '389078425/13612398147', '1167292523/40837194441', '389115295/13612398147', '1167395029/40837194441', '389146609/13612398147', '1167480151/40837194441', '1167516073/40837194441', '43242507/1512488683', '1167575263/40837194441', '1167599045/40837194441', '389206471/13612398147']
