['0', '190165705243/225967281152088', '1141023140221/677901843456264', '570535666931/225967281152088', '760759219231/225967281152088', '2853064122815/677901843456264', '489142211197/96843120493752', '443900099081/75322427050696', '4566409634377/677901843456264', '733993014469/96843120493752', '5709754826297/677901843456264', '6281850501949/677901843456264', '6854267999657/677901843456264', '7427037386155/677901843456264', '1142884134917/96843120493752', '136091320559/10760346721528', '9147760914877/677901843456264', '9722243157787/677901843456264', '10297231280327/677901843456264', '10872756957955/677901843456264', '3816284071799/225967281152088', '4008516481573/225967281152088', '12602881434233/677901843456264', '4393627130533/225967281152088', '1528842552693/75322427050696', '14339020314005/677901843456264', '14919228048245/677901843456264', '5166747117313/225967281152088', '2297442281033/96843120493752', '16664828238685/677901843456264', '17248475150419/677901843456264', '1981452706757/75322427050696', '18418664243663/677901843456264', '6335094643807/225967281152088', '19592973356977/677901843456264', '20181773302177/677901843456264', '2307969494381/75322427050696', '21362872432415/677901843456264', '21955257894629/677901843456264', '22548926551997/677901843456264', '23143924255705/677901843456264', '3391471152019/96843120493752', '8112698773535/225967281152088', '24937368732799/677901843456264', '25538166463513/677901843456264', '26140542229507/677901843456264', '3820650057821/96843120493752', '27350247138427/677901843456264', '27957690484939/677901843456264']
['8061878412383/395033121398823', '8061878625872/395033121398823', '2687292957677/131677707132941', '8061879158171/395033121398823', '8061879486068/395033121398823', '8061879861611/395033121398823', '2687293430016/131677707132941', '8061880776538/395033121398823', '8061881326358/395033121398823', '8061881944372/395033121398823', '8061882635230/395033121398823', '8061883402736/395033121398823', '2687294750033/131677707132941', '8061885179275/395033121398823', '2687295397089/131677707132941', '2687295761840/131677707132941', '8061888460322/395033121398823', '8061889712224/395033121398823', '8061891036599/395033121398823', '2687297475704/131677707132941', '8061893876371/395033121398823', '8061895375496/395033121398823', '2687298971620/131677707132941', '8061898483657/395033121398823', '2687300023592/131677707132941', '8061901664396/395033121398823', '8061903252833/395033121398823', '8061904824217/395033121398823', '8061906367340/395033121398823', '8061907871261/395033121398823', '2687303108728/131677707132941', '2687303574344/131677707132941', '8061912054205/395033121398823', '8061913313156/395033121398823', '2687304831686/131677707132941', '8061915596276/395033121398823', '2687305538316/131677707132941', '8061917550389/395033121398823', '8061918403516/395033121398823', '8061919176233/395033121398823', '8061919871732/395033121398823', '8061920493817/395033121398823', '8061921047170/395033121398823', '8061921536693/395033121398823', '8061921967711/395033121398823', '8061922345433/395033121398823', '8061922675159/395033121398823', '8061922961822/395033121398823', '8061923210246/395033121398823']
['16123759540010/790066245698051', '16123759936706/790066245698051', '16123760396313/790066245698051', '16123760927086/790066245698051', '16123761537913/790066245698051', '16123762238197/790066245698051', '16123763037734/790066245698051', '16123763946487/790066245698051', '16123764974342/790066245698051', '2303395161538/112866606528293', '2303395346353/112866606528293', '16123768862989/790066245698051', '16123770452312/790066245698051', '16123772196495/790066245698051', '16123774097355/790066245698051', '16123776154194/790066245698051', '16123778363632/790066245698051', '2303397245641/112866606528293', '2303397601828/112866606528293', '2303397975979/112866606528293', '16123788562404/790066245698051', '16123791387876/790066245698051', '16123794289705/790066245698051', '16123797247648/790066245698051', '16123800240283/790066245698051', '16123803245405/790066245698051', '16123806240511/790066245698051', '16123809203304/790066245698051', '2303401730311/112866606528293', '16123814946634/790066245698051', '16123817687788/790066245698051', '16123820318695/790066245698051', '16123822824707/790066245698051', '16123825193724/790066245698051', '16123827416401/790066245698051', '16123829486213/790066245698051', '2303404485642/112866606528293', '2303404736473/112866606528293', '16123834755319/790066245698051', '16123836203484/790066245698051', '16123837505761/790066245698051', '16123838669695/790066245698051', '16123839704055/790066245698051', '16123840618384/790066245698051', '16123841422657/790066245698051', '227096367985/11127693601381', '16123842741106/790066245698051', '16123843274662/790066245698051', '16123843736575/790066245698051']
['8061881127627/395033124299228', '4030940655417/197516562149614', '4030940761641/197516562149614', '8061881768915/395033124299228', '8061882051845/395033124299228', '4030941188293/197516562149614', '4030941373843/197516562149614', '8061883169949/395033124299228', '2015470911996/98758281074807', '4030942093197/197516562149614', '8061884789241/395033124299228', '8061885460253/395033124299228', '8061886202213/395033124299228', '2015471754305/98758281074807', '2015471976522/98758281074807', '4030944434337/197516562149614', '4030944951655/197516562149614', '8061891007263/395033124299228', '8061892176197/395033124299228', '8061893404741/395033124299228', '8061894686033/395033124299228', '2015474003095/98758281074807', '8061897374845/395033124299228', '8061898763991/395033124299228', '8061900169507/395033124299228', '8061901581009/395033124299228', '4030951493839/197516562149614', '8061904379087/395033124299228', '8061905744837/395033124299228', '8061907075373/395033124299228', '2015477090401/98758281074807', '8061909595663/395033124299228', '4030955385251/197516562149614', '2015477970142/98758281074807', '8061912921343/395033124299228', '8061913889937/395033124299228', '4030957392273/197516562149614', '4030957802461/197516562149614', '8061916351803/395033124299228', '8061917027251/395033124299228', '8061917634029/395033124299228', '4030959087939/197516562149614', '8061918656885/395033124299228', '8061919081691/395033124299228', '4030959727473/197516562149614', '4030959890751/197516562149614', '8061920065947/395033124299228', '2015480078210/98758281074807', '8061920526329/395033124299228']
['10749176442473/526710834110253', '32247530007623/1580132502330759', '32247530797225/1580132502330759', '32247531710861/1580132502330759', '10749177588103/526710834110253', '32247533974373/1580132502330759', '10749178452859/526710834110253', '32247536934857/1580132502330759', '10749179573693/526710834110253', '10749180244823/526710834110253', '10749180996979/526710834110253', '32247545504429/1580132502330759', '3583060920679/175570278036751', '32247551343763/1580132502330759', '32247554681137/1580132502330759', '32247558297475/1580132502330759', '32247562187125/1580132502330759', '32247566339431/1580132502330759', '32247570738575/1580132502330759', '32247575363795/1580132502330759', '32247580189631/1580132502330759', '32247585186397/1580132502330759', '2480583870823/121548654025443', '32247595556153/1580132502330759', '32247600854089/1580132502330759', '10749202058165/526710834110253', '32247611476759/1580132502330759', '32247616720685/1580132502330759', '32247621867293/1580132502330759', '3583069653305/175570278036751', '32247631724057/1580132502330759', '32247636369893/1580132502330759', '32247640791097/1580132502330759', '32247644966203/1580132502330759', '3583072097637/175570278036751', '2480588655187/121548654025443', '826862971183/40516218008481', '32247658953707/1580132502330759', '10749220584541/526710834110253', '3583073809279/175570278036751', '32247666554491/1580132502330759', '32247668580553/1580132502330759', '32247670377707/1580132502330759', '32247671963323/1580132502330759', '32247673355431/1580132502330759', '32247674572133/1580132502330759', '826863477721/40516218008481', '32247676549351/1580132502330759', '32247677342743/1580132502330759']
['16123767072165/790066253732303', '16123767385955/790066253732303', '16123767750661/790066253732303', '16123768173031/790066253732303', '16123768660619/790066253732303', '16123769221201/790066253732303', '16123769863205/790066253732303', '16123770594959/790066253732303', '16123771425111/790066253732303', '16123772361681/790066253732303', '16123773412455/790066253732303', '16123774583923/790066253732303', '520121802635/25486008184913', '16123777309323/790066253732303', '16123778868961/790066253732303', '16123780560127/790066253732303', '16123782380505/790066253732303', '16123784324905/790066253732303', '16123786386181/790066253732303', '16123788554313/790066253732303', '16123790817565/790066253732303', '16123793161637/790066253732303', '16123795571009/790066253732303', '16123798028171/790066253732303', '16123800515075/790066253732303', '16123803012477/790066253732303', '16123805501403/790066253732303', '16123807962511/790066253732303', '16123810377619/790066253732303', '16123812728999/790066253732303', '16123815000849/790066253732303', '16123817178567/790066253732303', '16123819250093/790066253732303', '16123821205067/790066253732303', '16123823036047/790066253732303', '16123824737557/790066253732303', '16123826307045/790066253732303', '16123827743863/790066253732303', '16123829050017/790066253732303', '16123830229009/790066253732303', '16123831286433/790066253732303', '16123832228797/790066253732303', '16123833063937/790066253732303', '16123833799941/790066253732303', '16123834445539/790066253732303', '16123835009129/790066253732303', '16123835499225/790066253732303', '16123835923671/790066253732303', '16123836290085/790066253732303']
['608444120977/29813820981187', '32247538993917/1580132512002911', '32247539671015/1580132512002911', '32247540456011/1580132512002911', '32247541362925/1580132512002911', '32247542406693/1580132512002911', '32247543603007/1580132512002911', '32247544967959/1580132512002911', '32247546517675/1580132512002911', '32247548267777/1580132512002911', '32247550232817/1580132512002911', '32247552425599/1580132512002911', '32247554856567/1580132512002911', '32247557533113/1580132512002911', '32247560459053/1580132512002911', '32247563634135/1580132512002911', '32247567053735/1580132512002911', '32247570708609/1580132512002911', '32247574584901/1580132512002911', '32247578664193/1580132512002911', '32247582923791/1580132512002911', '32247587337109/1580132512002911', '32247591874213/1580132512002911', '32247596502343/1580132512002911', '32247601186717/1580132512002911', '32247605891283/1580132512002911', '32247610579437/1580132512002911', '32247615214959/1580132512002911', '32247619762799/1580132512002911', '32247624189783/1580132512002911', '32247628465455/1580132512002911', '32247632562653/1580132512002911', '32247636458065/1580132512002911', '32247640132655/1580132512002911', '32247643571989/1580132512002911', '32247646766299/1580132512002911', '32247649710525/1580132512002911', '32247652404087/1580132512002911', '32247654850573/1580132512002911', '32247657057255/1580132512002911', '32247659034553/1580132512002911', '32247660795315/1580132512002911', '32247662354193/1580132512002911', '32247663726941/1580132512002911', '32247664929829/1580132512002911', '32247665979097/1580132512002911', '32247666890585/1580132512002911', '32247667679361/1580132512002911', '686120603395/33619840680913']
['1007735708726/49379141141913', '8061885803981/395033129135304', '2687295320059/131677709711768', '4030943070745/197516564567652', '8061886351153/395033129135304', '4030943296373/197516564567652', '8061886869901/395033129135304', '2015471796625/98758282283826', '4030943773141/197516564567652', '1007735994131/49379141141913', '2687296136727/131677709711768', '1343648153473/65838854855884', '8061889487441/395033129135304', '2687296703965/131677709711768', '122149860531/5985350441444', '2015472884251/98758282283826', '8061892336615/395033129135304', '2015473297963/98758282283826', '335912254140/16459713713971', '2015473763735/98758282283826', '2687298684371/131677709711768', '1007737135967/49379141141913', '4030949075801/197516564567652', '4030949618543/197516564567652', '8061900335821/395033129135304', '2687300479801/131677709711768', '2687300846339/131677709711768', '59278703134/2904655361289', '4030952346295/197516564567652', '1007738216299/49379141141913', '2687302244101/131677709711768', '8061907692043/395033129135304', '4030954301993/197516564567652', '1343651577299/65838854855884', '158076671921/7745747630104', '2687303671457/131677709711768', '671825975145/32919427427942', '1007739041264/49379141141913', '4030956450139/197516564567652', '8061913414123/395033129135304', '2015478468515/98758282283826', '8061914283259/395033129135304', '1007739330641/49379141141913', '2015478740875/98758282283826', '2687305080715/131677709711768', '1007739435623/49379141141913', '5388981080/264059578299', '2687305292615/131677709711768', '2015479008685/98758282283826']
['32247546455847/1580132520548801', '32247546953159/1580132520548801', '32247547532755/1580132520548801', '32247548206067/1580132520548801', '32247548985499/1580132520548801', '32247549884347/1580132520548801', '32247550916595/1580132520548801', '32247552096689/1580132520548801', '32247553439131/1580132520548801', '32247554958091/1580132520548801', '32247556666813/1580132520548801', '32247558577081/1580132520548801', '32247560698581/1580132520548801', '32247563038345/1580132520548801', '32247565600171/1580132520548801', '32247568384261/1580132520548801', '32247571386817/1580132520548801', '32247574599909/1580132520548801', '32247578011373/1580132520548801', '32247581604935/1580132520548801', '32247585360359/1580132520548801', '32247589253909/1580132520548801', '32247593258717/1580132520548801', '32247597345393/1580132520548801', '32247601482625/1580132520548801', '32247605637993/1580132520548801', '32247609778515/1580132520548801', '32247613871637/1580132520548801', '32247617885797/1580132520548801', '32247621791229/1580132520548801', '32247625560619/1580132520548801', '32247629169707/1580132520548801', '32247632597711/1580132520548801', '32247635827827/1580132520548801', '32247638847369/1580132520548801', '32247641647959/1580132520548801', '32247644225433/1580132520548801', '32247646579699/1580132520548801', '32247648714371/1580132520548801', '32247650636399/1580132520548801', '32247652355447/1580132520548801', '32247653883349/1580132520548801', '32247655233451/1580132520548801', '32247656420035/1580132520548801', '32247657457733/1580132520548801', '32247658361127/1580132520548801', '32247659144323/1580132520548801', '32247659820733/1580132520548801', '786528302509/38539817574361']
['16123775116231/790066262278193', '16123775345197/790066262278193', '16123775612401/790066262278193', '16123775923087/790066262278193', '16123776283193/790066262278193', '16123776698855/790066262278193', '16123777176793/790066262278193', '16123777723689/790066262278193', '16123778346567/790066262278193', '848619950105/41582434856747', '16123779846451/790066262278193', '16123780735405/790066262278193', '848620090721/41582434856747', '16123782814555/790066262278193', '16123784010079/790066262278193', '848620279487/41582434856747', '16123786713587/790066262278193', '16123788216205/790066262278193', '16123789812653/790066262278193', '16123791495055/790066262278193', '16123793254133/790066262278193', '16123795078437/790066262278193', '16123796955513/790066262278193', '16123798871221/790066262278193', '16123800810983/790066262278193', '16123802759187/790066262278193', '16123804700481/790066262278193', '16123806619189/790066262278193', '16123808500617/790066262278193', '16123810330445/790066262278193', '16123812096013/790066262278193', '16123813785621/790066262278193', '16123815389739/790066262278193', '16123816900239/790066262278193', '16123818311427/790066262278193', '16123819619217/790066262278193', '16123820821953/790066262278193', '16123821919475/790066262278193', '16123822913815/790066262278193', '16123823808153/790066262278193', '16123824607327/790066262278193', '16123825316831/790066262278193', '16123825943195/790066262278193', '16123826493035/790066262278193', '16123826973443/790066262278193', '16123827391159/790066262278193', '16123827752963/790066262278193', '16123828065043/790066262278193', '16123828333389/790066262278193']
['32247553570457/1580132528091053', '32247553994511/1580132528091053', '32247554489757/1580132528091053', '32247555066251/1580132528091053', '32247555734967/1580132528091053', '32247556507701/1580132528091053', '32247557396923/1580132528091053', '32247558415535/1580132528091053', '32247559576605/1580132528091053', '32247560892913/1580132528091053', '32247562376529/1580132528091053', '32247564038245/1580132528091053', '32247565887053/1580132528091053', '32247567929563/1580132528091053', '32247570169581/1580132528091053', '32247572607615/1580132528091053', '32247575240621/1580132528091053', '32247578061793/1580132528091053', '32247581060511/1580132528091053', '32247584222363/1580132528091053', '32247587529403/1580132528091053', '32247590960391/1580132528091053', '32247594491295/1580132528091053', '32247598095741/1580132528091053', '32247601745603/1580132528091053', '32247605411703/1580132528091053', '32247609064435/1580132528091053', '32247612674485/1580132528091053', '32247616213521/1580132528091053', '32247619654831/1580132528091053', '32247622973979/1580132528091053', '32247626149271/1580132528091053', '32247629162279/1580132528091053', '32247631998115/1580132528091053', '32247634645715/1580132528091053', '32247637097887/1580132528091053', '32247639351259/1580132528091053', '32247641406099/1580132528091053', '32247643266069/1580132528091053', '32247644937703/1580132528091053', '32247646429993/1580132528091053', '32247647753787/1580132528091053', '32247648921239/1580132528091053', '32247649945237/1580132528091053', '32247650838967/1580132528091053', '32247651615443/1580132528091053', '32247652287247/1580132528091053', '32247652866275/1580132528091053', '32247653363587/1580132528091053']
['8061889227113/395033132906430', '8061889324657/395033132906430', '4030944719339/197516566453215', '4030944785791/197516566453215', '8061889725887/395033132906430', '8061889904423/395033132906430', '537459340671/26335542193762', '8061890345923/395033132906430', '2687296871673/131677710968810', '8061890920459/395033132906430', '8061891265039/395033132906430', '268729721714/13167771096881', '2687297360559/131677710968810', '1343648759584/65838855484405', '8061893079751/395033132906430', '8061893648681/395033132906430', '2687298087839/131677710968810', '1343649153799/65838855484405', '8061895623929/395033132906430', '4030948181827/197516566453215', '1612379427527/79006626581286', '2687299313659/131677710968810', '2687299589297/131677710968810', '806189961226/39503313290643', '268730015577/13167771096881', '1343650221043/65838855484405', '8061902181977/395033132906430', '1343650504608/65838855484405', '1343650642742/65838855484405', '8061904662193/395033132906430', '8061905438983/395033132906430', '1612381236365/79006626581286', '806190688627/39503313290643', '4030953774469/197516566453215', '4030954083572/197516566453215', '1612381747867/79006626581286', '8061909264653/395033132906430', '4030954871656/197516566453215', '8061910176127/395033132906430', '1612382112955/79006626581286', '2687303637111/131677710968810', '4030955609239/197516566453215', '1343651914837/65838855484405', '8061911726101/395033132906430', '4030955966381/197516566453215', '4030956056071/197516566453215', '4030956133571/197516566453215', '4030956200308/197516566453215', '8061912515099/395033132906430']
['32247559855537/1580132534739887', '32247560216453/1580132534739887', '32247560638833/1580132534739887', '32247561131543/1580132534739887', '32247561704257/1580132534739887', '32247562367427/1580132534739887', '32247563132137/1580132534739887', '32247564009929/1580132534739887', '32247565012503/1580132534739887', '32247566151413/1580132534739887', '32247567437605/1580132534739887', '32247568880959/1580132534739887', '32247570489777/1580132534739887', '32247572270305/1580132534739887', '32247574226237/1580132534739887', '32247576358381/1580132534739887', '32247578664315/1580132534739887', '32247581138229/1580132534739887', '32247583770845/1580132534739887', '32247586549483/1580132534739887', '32247589458165/1580132534739887', '32247592477983/1580132534739887', '32247595587429/1580132534739887', '32247598762869/1580132534739887', '32247601979049/1580132534739887', '32247605209793/1580132534739887', '32247608428469/1580132534739887', '32247611608777/1580132534739887', '32247614725283/1580132534739887', '32247617754051/1580132534739887', '32247620673215/1580132534739887', '32247623463467/1580132534739887', '32247626108403/1580132534739887', '32247628594927/1580132534739887', '32247630913379/1580132534739887', '32247633057607/1580132534739887', '32247635024909/1580132534739887', '32247636815899/1580132534739887', '32247638434149/1580132534739887', '32247639885847/1580132534739887', '32247641179307/1580132534739887', '32247642324463/1580132534739887', '32247643332339/1580132534739887', '32247644214589/1580132534739887', '32247644983013/1580132534739887', '32247645649255/1580132534739887', '32247646224495/1580132534739887', '32247646719267/1580132534739887', '32247647143321/1580132534739887']
['16123781401311/790066268927027', '16123781567139/790066268927027', '16123781761477/790066268927027', '16123781988379/790066268927027', '16123782252483/790066268927027', '16123782558581/790066268927027', '16123782912007/790066268927027', '16123783318083/790066268927027', '16123783782465/790066268927027', '16123784310495/790066268927027', '16123784907527/790066268927027', '16123785578119/790066268927027', '16123786326423/790066268927027', '16123787155297/790066268927027', '16123788066735/790066268927027', '16123789061019/790066268927027', '16123790137281/790066268927027', '16123791292641/790066268927027', '16123792522987/790066268927027', '16123793822175/790066268927027', '16123795182895/790066268927027', '16123796596029/790066268927027', '16123798051647/790066268927027', '16123799538349/790066268927027', '16123801044429/790066268927027', '16123802557277/790066268927027', '16123804064515/790066268927027', '16123805553481/790066268927027', '16123807012379/790066268927027', '16123808429665/790066268927027', '16123809795249/790066268927027', '16123811099817/790066268927027', '16123812335863/790066268927027', '16123813497051/790066268927027', '16123814579091/790066268927027', '16123815578937/790066268927027', '16123816495603/790066268927027', '16123817329275/790066268927027', '16123818081895/790066268927027', '16123818756297/790066268927027', '16123819356641/790066268927027', '16123819887507/790066268927027', '16123820354295/790066268927027', '16123820762387/790066268927027', '16123821117489/790066268927027', '16123821424971/790066268927027', '16123821690211/790066268927027', '16123821918035/790066268927027', '16123822113123/790066268927027']
['10749188467057/526710846864777', '10749188569249/526710846864777', '10749188689103/526710846864777', '32247566487625/1580132540594331', '32247566977237/1580132540594331', '32247567545369/1580132540594331', '32247568201873/1580132540594331', '32247568957027/1580132540594331', '32247569821327/1580132540594331', '10749190268387/526710846864777', '10749190639487/526710846864777', '10749191056745/526710846864777', '32247574568155/1580132540594331', '10749192039353/526710846864777', '32247577823557/1580132540594331', '32247579685643/1580132540594331', '32247581702461/1580132540594331', '32247583869047/1580132540594331', '10749195392449/526710846864777', '3583065401797/175570282288259', '32247591171379/1580132540594331', '32247593826107/1580132540594331', '3583066284573/175570282288259', '32247599355349/1580132540594331', '32247602186081/1580132540594331', '32247605029823/1580132540594331', '10749202620905/526710846864777', '32247610661135/1580132540594331', '10749204467435/526710846864777', '32247616064777/1580132540594331', '32247618629045/1580132540594331', '32247621077887/1580132540594331', '10749207798929/526710846864777', '32247625574201/1580132540594331', '32247627601733/1580132540594331', '3583069941569/175570282288259', '32247631189283/1580132540594331', '32247632748041/1580132540594331', '32247634153907/1580132540594331', '32247635412685/1580132540594331', '32247636532057/1580132540594331', '32247637521085/1580132540594331', '10749212796593/526710846864777', '32247639148609/1580132540594331', '32247639808163/1580132540594331', '32247640378811/1580132540594331', '3583071207831/175570282288259', '10749213764155/526710846864777', '32247641653381/1580132540594331']
['4030945999965/197516567916826', '2015473017576/98758283958413', '2015473038229/98758283958413', '8061892249623/395033135833652', '8061892362377/395033135833652', '4030946246697/197516567916826', '8061892644933/395033135833652', '2015473204868/98758283958413', '8061893019431/395033135833652', '8061893247333/395033135833652', '8061893505467/395033135833652', '4030946898029/197516567916826', '4030947060433/197516567916826', '8061894481381/395033135833652', '8061894878411/395033135833652', '2015473828078/98758283958413', '4030947891295/197516567916826', '8061896288203/395033135833652', '2015474206795/98758283958413', '8061897396999/395033135833652', '4030948997121/197516567916826', '8061898615039/395033135833652', '8061899254755/395033135833652', '2015474977125/98758283958413', '4030950285413/197516567916826', '8061901236273/395033135833652', '2015475474775/98758283958413', '8061902553827/395033135833652', '8061903194963/395033135833652', '2015475954389/98758283958413', '4030952208449/197516567916826', '8061904989035/395033135833652', '4030952765231/197516567916826', '8061906038575/395033135833652', '8061906511321/395033135833652', '2015476736898/98758283958413', '2015476836710/98758283958413', '8061907709383/395033135833652', '4030954018003/197516567916826', '4030954164097/197516567916826', '2015477146927/98758283958413', '8061908816789/395033135833652', '4030954508871/197516567916826', '8061909193111/395033135833652', '8061909345337/395033135833652', '2015477369230/98758283958413', '4030954795067/197516567916826', '8061909687215/395033135833652', '8061909770129/395033135833652']
['32247570288375/1580132545743187', '32247570548277/1580132545743187', '32247570853765/1580132545743187', '32247571211653/1580132545743187', '32247571629437/1580132545743187', '32247572115279/1580132545743187', '32247572677889/1580132545743187', '32247573326423/1580132545743187', '32247574070261/1580132545743187', '32247574918751/1580132545743187', '32247575880851/1580132545743187', '32247576964801/1580132545743187', '32247578177629/1580132545743187', '32247579524805/1580132545743187', '32247581009807/1580132545743187', '32247582633799/1580132545743187', '32247584395353/1580132545743187', '32247586290305/1580132545743187', '32247588311629/1580132545743187', '32247590449507/1580132545743187', '32247592691411/1580132545743187', '32247595022351/1580132545743187', '32247597425169/1580132545743187', '32247599880967/1580132545743187', '32247602369475/1580132545743187', '32247604869607/1580132545743187', '32247607359987/1580132545743187', '32247609819445/1580132545743187', '1896918366327/92948973279011', '1896918503835/92948973279011', '32247616814913/1580132545743187', '32247618961413/1580132545743187', '32247620991847/1580132545743187', '32247622896073/1580132545743187', '32247624666775/1580132545743187', '32247626299537/1580132545743187', '32247627792729/1580132545743187', '32247629147379/1580132545743187', '32247630366887/1580132545743187', '32247631456695/1580132545743187', '32247632423853/1580132545743187', '1896919604509/92948973279011', '32247634024117/1580132545743187', '32247634675673/1580132545743187', '32247635240783/1580132545743187', '32247635728673/1580132545743187', '1896919773419/92948973279011', '32247636507363/1580132545743187', '32247636813939/1580132545743187']
['1791531809835/87785141563987', '5374595469223/263355424691961', '16123786547933/790066274075883', '16123786712407/790066274075883', '16123786904683/790066274075883', '767799387071/37622203527423', '8562818581/419578478001', '16123787687479/790066274075883', '16123788031399/790066274075883', '16123788424085/790066274075883', '16123788869917/790066274075883', '16123789372685/790066274075883', '767799520757/37622203527423', '16123790562043/790066274075883', '16123791252985/790066274075883', '16123792009175/790066274075883', '2303398975739/112866610582269', '5374597904633/263355424691961', '16123794657269/790066274075883', '16123795655509/790066274075883', '16123796702927/790066274075883', '5374599264091/263355424691961', '1791533212851/87785141563987', '16123800063967/790066274075883', '16123801227823/790066274075883', '16123802397061/790066274075883', '16123803561787/790066274075883', '767800224371/37622203527423', '16123805837633/790066274075883', '16123806930083/790066274075883', '16123807981117/790066274075883', '59939810347/2937049346007', '16123809930923/790066274075883', '16123810818923/790066274075883', '16123811644133/790066274075883', '16123812404353/790066274075883', '16123813099049/790066274075883', '16123813728613/790066274075883', '2303402042125/112866610582269', '16123814800307/790066274075883', '16123815248437/790066274075883', '2303402234725/112866610582269', '16123815988633/790066274075883', '5374605429817/263355424691961', '5374605516703/263355424691961', '5374605591611/263355424691961', '16123816967855/790066274075883', '16123817132933/790066274075883', '16123817273681/790066274075883']
['16123787295001/790066275133031', '16123787404943/790066275133031', '16123787534459/790066275133031', '1240291360502/60774328856387', '16123787864440/790066275133031', '16123788071786/790066275133031', '16123788312425/790066275133031', '16123788590418/790066275133031', '16123788909952/790066275133031', '16123789275216/790066275133031', '16123789690264/790066275133031', '16123790158826/790066275133031', '16123790684140/790066275133031', '16123791268745/790066275133031', '16123791914313/790066275133031', '16123792621477/790066275133031', '16123793389727/790066275133031', '16123794217295/790066275133031', '16123795101152/790066275133031', '16123796036984/790066275133031', '16123797019256/790066275133031', '16123798041301/790066275133031', '16123799095492/790066275133031', '16123800173366/790066275133031', '16123801265877/790066275133031', '16123802363573/790066275133031', '16123803456893/790066275133031', '16123804536350/790066275133031', '16123805592828/790066275133031', '16123806617761/790066275133031', '16123807603398/790066275133031', '16123808542935/790066275133031', '16123809430697/790066275133031', '16123810262229/790066275133031', '16123811034377/790066275133031', '16123811745264/790066275133031', '16123812394294/790066275133031', '16123812982046/790066275133031', '16123813510159/790066275133031', '16123813981164/790066275133031', '16123814398313/790066275133031', '16123814765358/790066275133031', '16123815086384/790066275133031', '16123815365616/790066275133031', '16123815607274/790066275133031', '16123815815450/790066275133031', '16123815994038/790066275133031', '16123816146649/790066275133031', '16123816276600/790066275133031']
['16123788301487/790066276190179', '16123788402217/790066276190179', '16123788520985/790066276190179', '16123788660645/790066276190179', '16123788824197/790066276190179', '16123789015081/790066276190179', '16123789236827/790066276190179', '16123789493357/790066276190179', '16123789788505/790066276190179', '16123790126347/790066276190179', '16123790510611/790066276190179', '16123790944967/790066276190179', '16123791432383/790066276190179', '16123791975447/790066276190179', '16123792575641/790066276190179', '16123793233779/790066276190179', '16123793949281/790066276190179', '16123794720691/790066276190179', '16123795545035/790066276190179', '16123796418459/790066276190179', '16123797335585/790066276190179', '16123798290329/790066276190179', '16123799275325/790066276190179', '16123800282765/790066276190179', '16123801303931/790066276190179', '16123802330085/790066276190179', '16123803351999/790066276190179', '16123804360909/790066276190179', '16123805348023/790066276190179', '16123806305439/790066276190179', '16123807225679/790066276190179', '16123808102527/790066276190179', '16123808930471/790066276190179', '16123809705535/790066276190179', '16123810424621/790066276190179', '16123811086175/790066276190179', '16123811689539/790066276190179', '16123812235479/790066276190179', '16123812725443/790066276190179', '16123813162021/790066276190179', '16123813548189/790066276190179', '16123813887641/790066276190179', '16123814184135/790066276190179', '16123814441781/790066276190179', '16123814664439/790066276190179', '16123814856067/790066276190179', '16123815020221/790066276190179', '16123815160365/790066276190179', '16123815279519/790066276190179']
['32247578371451/1580132554234209', '32247578557093/1580132554234209', '32247578776283/1580132554234209', '10749193011409/526710851411403', '32247579336689/1580132554234209', '32247579689989/1580132554234209', '10749193366975/526710851411403', '10749193525571/526710851411403', '32247581124799/1580132554234209', '10749193917565/526710851411403', '32247582467695/1580132554234209', '32247583276577/1580132554234209', '32247584185259/1580132554234209', '32247585198467/1580132554234209', '3583065146597/175570283803801', '32247587549341/1580132554234209', '32247588887647/1580132554234209', '32247590331355/1580132554234209', '10749197291737/526710851411403', '10749197837225/526710851411403', '32247595230961/1580132554234209', '32247597021257/1580132554234209', '32247598868965/1580132554234209', '32247600758999/1580132554234209', '32247602675185/1580132554234209', '10749201533543/526710851411403', '32247606518209/1580132554234209', '32247608410981/1580132554234209', '3583067806959/175570283803801', '3583068006433/175570283803801', '32247613782973/1580132554234209', '10749205141931/526710851411403', '32247616976327/1580132554234209', '32247618426803/1580132554234209', '10749206590579/526710851411403', '32247621008009/1580132554234209', '32247622134757/1580132554234209', '32247623153249/1580132554234209', '32247624066607/1580132554234209', '10749208293185/526710851411403', '32247625598033/1580132554234209', '32247626228863/1580132554234209', '32247626779399/1580132554234209', '32247627257209/1580132554234209', '32247627669797/1580132554234209', '32247628024441/1580132554234209', '3583069814221/175570283803801', '32247628586803/1580132554234209', '10749209602229/526710851411403']
