['0', '4053601603/4058726457684', '6756223533/3382272048070', '60809325913/20293632288420', '40542645191/10146816144210', '25341641462/5073408072105', '121654487839/20293632288420', '11829199734/1691136024035', '16225563937/2029363228842', '3042859493/338227204807', '40579909925/4058726457684', '111620475569/10146816144210', '48719431303/4058726457684', '52793911943/4058726457684', '9478652255/676454409614', '101589533867/6764544096140', '162599049097/10146816144210', '5760825175/338227204807', '73224862159/4058726457684', '38662398959/2029363228842', '20357502976/1014681614421', '9946605941/471944936940', '448287536653/20293632288420', '7815034804/338227204807', '24477466171/1014681614421', '127557721226/5073408072105', '530948447131/20293632288420', '137925929653/5073408072105', '572498443789/20293632288420', '39555627045/1352908819228', '204737809513/6764544096140', '635137380373/20293632288420', '328054087981/10146816144210', '45141852017/1352908819228', '11636636857/338227204807', '143864308939/4058726457684', '185124979153/5073408072105', '126955921489/3382272048070', '783030653603/20293632288420', '804387638159/20293632288420', '825808911029/20293632288420', '847296988067/20293632288420', '434427239887/10146816144210', '890484098723/20293632288420', '228047167148/5073408072105']
['525806201573/23670859559906', '20223486644/910417675381', '525815560161/23670859559906', '262910474686/11835429779953', '20224109376/910417675381', '525833262683/23670859559906', '525840221789/23670859559906', '525847731293/23670859559906', '262927898332/11835429779953', '525864417049/23670859559906', '262936793209/11835429779953', '525883292143/23670859559906', '262946758279/11835429779953', '262952117836/11835429779953', '525915420931/23670859559906', '525927038079/23670859559906', '525939049087/23670859559906', '525951411013/23670859559906', '40458775237/1820835350762', '525977000567/23670859559906', '525990126949/23670859559906', '526003402745/23670859559906', '263008386402/11835429779953', '263015090041/11835429779953', '263021783975/11835429779953', '526056879033/23670859559906', '526070057481/23670859559906', '263041523907/11835429779953', '263047898605/11835429779953', '263054127177/11835429779953', '526120371677/23670859559906', '263066052126/11835429779953', '263071705961/11835429779953', '263077129113/11835429779953', '526164612425/23670859559906', '526174448357/23670859559906', '526183746345/23670859559906', '526192491933/23670859559906', '526200677515/23670859559906', '263104150469/11835429779953', '526215366735/23670859559906', '526221884451/23670859559906', '263113934728/11835429779953', '263116670495/11835429779953', '526238322609/23670859559906']
['2103266138247/94683487910455', '2103282985843/94683487910455', '2103301572953/94683487910455', '2103321999721/94683487910455', '2103344356259/94683487910455', '2103368719361/94683487910455', '2103395149761/94683487910455', '420684737913/18936697582091', '2103454360327/94683487910455', '2103487161663/94683487910455', '2103522070697/94683487910455', '2103559041693/94683487910455', '2103598006557/94683487910455', '2103638875493/94683487910455', '2103681538129/94683487910455', '420745172943/18936697582091', '420754341577/18936697582091', '2103818904157/94683487910455', '2103867275841/94683487910455', '2103916632981/94683487910455', '2103966775501/94683487910455', '2104017494823/94683487910455', '2104068576629/94683487910455', '2104119802473/94683487910455', '420834190435/18936697582091', '2104221805989/94683487910455', '2104272146917/94683487910455', '2104321762551/94683487910455', '2104370447773/94683487910455', '2104418006539/94683487910455', '2104464254243/94683487910455', '2104509019787/94683487910455', '2104552147621/94683487910455', '2104593499583/94683487910455', '2104632956887/94683487910455', '2104670421503/94683487910455', '2104705817651/94683487910455', '2104739092683/94683487910455', '2104770217727/94683487910455', '2104799187579/94683487910455', '2104826020249/94683487910455', '2104850755481/94683487910455', '420974690565/18936697582091', '2104894188919/94683487910455', '2104913054499/94683487910455']
['1051653735101/47341768790643', '1051661680355/47341768790643', '1051670452631/47341768790643', '350560033659/15780589596881', '1051690668707/47341768790643', '1051702193995/47341768790643', '1051714706183/47341768790643', '1051728226979/47341768790643', '350580922333/15780589596881', '1051758327565/47341768790643', '1051774897861/47341768790643', '1051792457407/47341768790643', '1051810973441/47341768790643', '1051830404149/47341768790643', '1051850696267/47341768790643', '350623929519/15780589596881', '350631203237/15780589596881', '1051916082131/47341768790643', '1051939119679/47341768790643', '1051962631847/47341768790643', '1051986521603/47341768790643', '1052010689333/47341768790643', '1052035031021/47341768790643', '1052059442309/47341768790643', '350694605425/15780589596881', '350702682641/15780589596881', '1052132031955/47341768790643', '350718555641/15780589596881', '350726284451/15780589596881', '1052201497831/47341768790643', '1052223510889/47341768790643', '1052244811283/47341768790643', '1052265323777/47341768790643', '1052284983131/47341768790643', '350767910679/15780589596881', '1052321524789/47341768790643', '1052338324961/47341768790643', '350784702939/15780589596881', '350789620899/15780589596881', '1052382585703/47341768790643', '1052395286779/47341768790643', '1052406986579/47341768790643', '1052417713913/47341768790643', '1052427506939/47341768790643', '350812136427/15780589596881']
['2103345240771/94683582773045', '72529664413/3264951130105', '2103376871679/94683582773045', '2103395146047/94683582773045', '2103415176337/94683582773045', '2103437036131/94683582773045', '2103460784373/94683582773045', '72534015971/3264951130105', '2103514095633/94683582773045', '2103543684747/94683582773045', '2103575212387/94683582773045', '2103608639277/94683582773045', '420728780999/18936716554609', '300525846971/13526226110435', '2103719610431/94683582773045', '2103759831441/94683582773045', '420760291293/18936716554609', '2103844335059/94683582773045', '2103888303093/94683582773045', '2103933184853/94683582773045', '2103978794913/94683582773045', '2104024939883/94683582773045', '2104071420643/94683582773045', '420823606899/18936716554609', '2104164576761/94683582773045', '2104210843463/94683582773045', '2104256633069/94683582773045', '2104301748637/94683582773045', '2104346000021/94683582773045', '2104389205941/94683582773045', '420886239177/18936716554609', '2104471812349/94683582773045', '16570952067/745540021835', '2104548370199/94683582773045', '2104584077447/94683582773045', '2104617946091/94683582773045', '2104649908771/94683582773045', '2104679919969/94683582773045', '2104707956283/94683582773045', '60135257613/2705245222087', '2104758120541/94683582773045', '420956061739/18936716554609', '2104800638963/94683582773045', '2104819184907/94683582773045', '2104836032503/94683582773045']
['525845752835/23670906991201', '525849293811/23670906991201', '525853209524/23670906991201', '525857522535/23670906991201', '525862253815/23670906991201', '525867421068/23670906991201', '525873039095/23670906991201', '525879118090/23670906991201', '525885664317/23670906991201', '525892678591/23670906991201', '525900157263/23670906991201', '525908090935/23670906991201', '525916465777/23670906991201', '525925262324/23670906991201', '525934457082/23670906991201', '525944021442/23670906991201', '525953923377/23670906991201', '525964126464/23670906991201', '525974591707/23670906991201', '525985276503/23670906991201', '525996136655/23670906991201', '526007125275/23670906991201', '526018194811/23670906991201', '526029296093/23670906991201', '526040380243/23670906991201', '526051397770/23670906991201', '526062300557/23670906991201', '526073040857/23670906991201', '526083573334/23670906991201', '526093854055/23670906991201', '526103842498/23670906991201', '526113500533/23670906991201', '526122794366/23670906991201', '526131693534/23670906991201', '526140172705/23670906991201', '526148210651/23670906991201', '526155791905/23670906991201', '526162905576/23670906991201', '526169546793/23670906991201', '526175715376/23670906991201', '526181416881/23670906991201', '526186661058/23670906991201', '526191462525/23670906991201', '526195838984/23670906991201', '526199811611/23670906991201']
['2103417493023/94683669043259', '2103430880023/94683669043259', '2103445693977/94683669043259', '2103462023177/94683669043259', '2103479948215/94683669043259', '2103499539203/94683669043259', '2103520853277/94683669043259', '2103543932093/94683669043259', '2103568800053/94683669043259', '2103595462869/94683669043259', '2103623906763/94683669043259', '2103654098065/94683669043259', '2103685983523/94683669043259', '2103719490581/94683669043259', '2103754528395/94683669043259', '2103790988881/94683669043259', '2103828748011/94683669043259', '2103867667291/94683669043259', '2103907595467/94683669043259', '2103948370027/94683669043259', '2103989819371/94683669043259', '2104031764281/94683669043259', '2104074020069/94683669043259', '2104116398617/94683669043259', '2104158710039/94683669043259', '2104200765029/94683669043259', '2104242376679/94683669043259', '2104283362463/94683669043259', '2104323546435/94683669043259', '2104362760949/94683669043259', '2104400848863/94683669043259', '2104437665201/94683669043259', '2104473079087/94683669043259', '2104506975377/94683669043259', '2104539256219/94683669043259', '2104569842329/94683669043259', '2104598674193/94683669043259', '2104625712571/94683669043259', '2104650939005/94683669043259', '2104674355519/94683669043259', '2104695983881/94683669043259', '2104715864145/94683669043259', '2104734052779/94683669043259', '2104750620019/94683669043259', '2104765647225/94683669043259']
['1051725987353/47341855060857', '150247470343/6763122151551', '150248467847/6763122151551', '150249568301/6763122151551', '1051755440585/47341855060857', '150252099581/6763122151551', '1051774775087/47341855060857', '350595231971/15780618353619', '1051797471419/47341855060857', '1051810105687/47341855060857', '350607864079/15780618353619', '1051837916195/47341855060857', '1051853051969/47341855060857', '1051868965933/47341855060857', '38958726453/1753402039291', '1051902945997/47341855060857', '350640300419/15780618353619', '1051939414363/47341855060857', '1051958412053/47341855060857', '1051977817021/47341855060857', '16698373747/751458016839', '116890834859/5260206117873', '350679210149/15780618353619', '350685935477/15780618353619', '350692649851/15780618353619', '50099903309/2254374050517', '1052117775565/47341855060857', '1052137280749/47341855060857', '1052156399767/47341855060857', '350725017613/15780618353619', '1052193163867/47341855060857', '116912296015/5260206117873', '116914165595/5260206117873', '1052243588309/47341855060857', '1052258910809/47341855060857', '116919269003/5260206117873', '350762363461/15780618353619', '1052299901419/47341855060857', '1052311845419/47341855060857', '1052322924767/47341855060857', '1052333150119/47341855060857', '350780847343/15780618353619', '116927903081/5260206117873', '38976257113/1753402039291', '150338003429/6763122151551']
['2103483424209/94683747427603', '2103495335149/94683747427603', '2103508536023/94683747427603', '2103523109441/94683747427603', '2103539131349/94683747427603', '2103556668495/94683747427603', '2103575775859/94683747427603', '2103596494555/94683747427603', '2103618849805/94683747427603', '2103642849653/94683747427603', '2103668484073/94683747427603', '2103695724573/94683747427603', '2103724524187/94683747427603', '2103754818037/94683747427603', '2103786523883/94683747427603', '2103819543247/94683747427603', '2103853762575/94683747427603', '2103889054671/94683747427603', '2103925280081/94683747427603', '2103962288841/94683747427603', '2103999922203/94683747427603', '2104038014273/94683747427603', '2104076393857/94683747427603', '2104114886671/94683747427603', '2104153316513/94683747427603', '2104191508025/94683747427603', '2104229287947/94683747427603', '2104266487305/94683747427603', '2104302943383/94683747427603', '2104338501457/94683747427603', '2104373016655/94683747427603', '2104406355857/94683747427603', '2104438399193/94683747427603', '2104469041761/94683747427603', '2104498194979/94683747427603', '2104525787839/94683747427603', '2104551767753/94683747427603', '2104576101289/94683747427603', '2104598774257/94683747427603', '2104619791499/94683747427603', '2104639176009/94683747427603', '2104656967577/94683747427603', '2104673220721/94683747427603', '2104688002437/94683747427603', '2104701389437/94683747427603']
['525878718428/23670946183373', '525881521374/23670946183373', '525884630547/23670946183373', '525888065667/23670946183373', '525891845382/23670946183373', '525895985714/23670946183373', '525900500386/23670946183373', '525905399321/23670946183373', '525910689193/23670946183373', '525916371983/23670946183373', '525922445918/23670946183373', '525928904189/23670946183373', '525935736109/23670946183373', '525942926052/23670946183373', '525950454826/23670946183373', '525958298625/23670946183373', '525966430659/23670946183373', '525974820154/23670946183373', '525983434014/23670946183373', '525992235910/23670946183373', '526001188071/23670946183373', '526010250271/23670946183373', '526019381705/23670946183373', '526028540120/23670946183373', '526037683480/23670946183373', '526046769268/23670946183373', '526055756191/23670946183373', '526064603278/23670946183373', '526073271808/23670946183373', '526081724309/23670946183373', '526089926394/23670946183373', '526097845861/23670946183373', '526105454419/23670946183373', '526112726726/23670946183373', '526119642085/23670946183373', '526126183406/23670946183373', '526132338685/23670946183373', '526138099935/23670946183373', '526143464419/23670946183373', '526148433366/23670946183373', '526153012945/23670946183373', '526157212774/23670946183373', '526161046496/23670946183373', '526164530193/23670946183373', '526167682717/23670946183373']
['1051771764262/47341909290589', '1051777056355/47341909290589', '1051782930742/47341909290589', '1051789425970/47341909290589', '1051796577748/47341909290589', '1051804417723/47341909290589', '1051812972321/47341909290589', '1051822261637/47341909290589', '1051832298587/47341909290589', '1051843088133/47341909290589', '1051854626912/47341909290589', '1051866902956/47341909290589', '1051879895702/47341909290589', '1051893576130/47341909290589', '1051907907142/47341909290589', '1051922843916/47341909290589', '1051938334550/47341909290589', '1051954320658/47341909290589', '1051970738097/47341909290589', '1051987517665/47341909290589', '1052004586060/47341909290589', '1052021866548/47341909290589', '1052039279887/47341909290589', '1052056745366/47341909290589', '1052074181393/47341909290589', '1052091506735/47341909290589', '1052108641225/47341909290589', '1052125506701/47341909290589', '1052142028014/47341909290589', '1052158133792/47341909290589', '1052173757402/47341909290589', '1052188837720/47341909290589', '1052203319975/47341909290589', '1052217156420/47341909290589', '1052230307059/47341909290589', '1052242740121/47341909290589', '1052254432524/47341909290589', '1052265370080/47341909290589', '1052275547611/47341909290589', '1052284968691/47341909290589', '1052293645279/47341909290589', '1052301596952/47341909290589', '1052308849988/47341909290589', '1052315436185/47341909290589', '1052321391655/47341909290589']
['262946522917/11835481553608', '525895534981/23670963107216', '525898300195/23670963107216', '525901360303/23670963107216', '262952366183/11835481553608', '525908432009/23670963107216', '525912471935/23670963107216', '131479215579/5917740776804', '262960804697/11835481553608', '262963358075/11835481553608', '262966090497/11835481553608', '525937998767/23670963107216', '525944159593/23670963107216', '262975325039/11835481553608', '131489363079/5917740776804', '525964545291/23670963107216', '525971903891/23670963107216', '65747437563/2958870388402', '525987304083/23670963107216', '525995281755/23670963107216', '526003397989/23670963107216', '526011616277/23670963107216', '263009949091/11835481553608', '263014102623/11835481553608', '526036497913/23670963107216', '526044737467/23670963107216', '263026442517/11835481553608', '526060903423/23670963107216', '263034378103/11835481553608', '526076409483/23670963107216', '32880239438/1479435194201', '526090991859/23670963107216', '131524466389/5917740776804', '263052214847/11835481553608', '263055332487/11835481553608', '526116556715/23670963107216', '526122093839/23670963107216', '526127270145/23670963107216', '65766510399/2958870388402', '526136535325/23670963107216', '263070316167/11835481553608', '263072192089/11835481553608', '131536950873/5917740776804', '65768863249/2958870388402', '263076854469/11835481553608']
['1051799133377/47341941555353', '1051803829966/47341941555353', '1051809051539/47341941555353', '1051814834055/47341941555353', '1051821210985/47341941555353', '1051828212273/47341941555353', '1051835863204/47341941555353', '1051844183379/47341941555353', '1051853185800/47341941555353', '1051862876261/47341941555353', '1051873252782/47341941555353', '1051884305447/47341941555353', '1051896016304/47341941555353', '1051908359511/47341941555353', '1051921301578/47341941555353', '1051934801842/47341941555353', '1051948812870/47341941555353', '1051963281150/47341941555353', '1051978147704/47341941555353', '1051993348791/47341941555353', '1052008816705/47341941555353', '1052024480602/47341941555353', '1052040267144/47341941555353', '1052056101671/47341941555353', '1052071908665/47341941555353', '1052087612990/47341941555353', '1052103140449/47341941555353', '1052118418881/47341941555353', '1052133378887/47341941555353', '1052147954725/47341941555353', '1052162085128/47341941555353', '1052175714082/47341941555353', '1052188791533/47341941555353', '1052201274151/47341941555353', '1052213125825/47341941555353', '1052224318235/47341941555353', '1052234831165/47341941555353', '1052244652734/47341941555353', '1052253779367/47341941555353', '1052262215656/47341941555353', '1052269973805/47341941555353', '1052277073005/47341941555353', '1052283538455/47341941555353', '1052289400291/47341941555353', '1052294692384/47341941555353']
['175302029181/7890326149379', '175302764995/7890326149379', '525910751344/23670978448137', '525913473752/23670978448137', '175305492873/7890326149379', '525919780264/23670978448137', '525923391269/23670978448137', '175309107021/7890326149379', '525931576406/23670978448137', '525936160111/23670978448137', '175313690596/7890326149379', '175315435560/7890326149379', '525951856711/23670978448137', '525957709433/23670978448137', '525963849262/23670978448137', '525970256551/23670978448137', '525976908979/23670978448137', '175327926882/7890326149379', '175330281207/7890326149379', '175332689012/7890326149379', '175335139572/7890326149379', '526012864325/23670978448137', '526020368962/23670978448137', '526027896425/23670978448137', '526035410752/23670978448137', '526042875523/23670978448137', '526050255415/23670978448137', '526057515458/23670978448137', '175354874227/7890326149379', '526071545242/23670978448137', '175359418040/7890326149379', '526084722223/23670978448137', '526090925977/23670978448137', '175365614819/7890326149379', '526102460851/23670978448137', '175369253840/7890326149379', '175370912442/7890326149379', '175372460863/7890326149379', '175373898725/7890326149379', '175375226777/7890326149379', '175376447157/7890326149379', '526132688827/23670978448137', '175378578321/7890326149379', '526138494299/23670978448137', '526140983446/23670978448137']
['67859615107/3054320696055', '2103656393617/94683941577705', '701221888121/31561313859235', '701225315781/31561313859235', '2103687305293/94683941577705', '2103699794683/94683941577705', '2103713463749/94683941577705', '2103728350487/94683941577705', '2103744480989/94683941577705', '420752373595/18936788315541', '2103780510023/94683941577705', '2103800390863/94683941577705', '2103821479321/94683941577705', '701281243149/31561313859235', '701289027009/31561313859235', '701297153397/31561313859235', '2103916780523/94683941577705', '701314314659/31561313859235', '2103969842233/94683941577705', '701332452641/31561313859235', '701341788753/31561313859235', '2104053736343/94683941577705', '2104082332739/94683941577705', '2104111017353/94683941577705', '22625157533/1018106898685', '2104168093457/94683941577705', '2104196208959/94683941577705', '2104223863751/94683941577705', '1921690347/86469353039', '140285152435/6312262771847', '2104302820921/94683941577705', '420865486109/18936788315541', '2104351024177/94683941577705', '2104373523107/94683941577705', '2104394862401/94683941577705', '2104414991621/94683941577705', '2104433875547/94683941577705', '2104451494453/94683941577705', '2104467844099/94683941577705', '2104482935143/94683941577705', '701498930789/31561313859235', '140300630207/6312262771847', '701506988517/31561313859235', '2104531386613/94683941577705', '2104540779791/94683941577705']
['1051835893231/47341984681431', '1051839803647/47341984681431', '1051844161675/47341984681431', '95622636349/4303816789221', '1051854348055/47341984681431', '1051860234155/47341984681431', '1051866681211/47341984681431', '1051873708361/47341984681431', '1051881328177/47341984681431', '3541715649/159400621823', '1051898366447/47341984681431', '95627979773/4303816789221', '95628887809/4303816789221', '1051928310581/47341984681431', '1051939382503/47341984681431', '1051950947089/47341984681431', '350654320855/15780661560477', '350658460895/15780661560477', '1051988154991/47341984681431', '350667074617/15780661560477', '116890503203/5260220520159', '1052028007693/47341984681431', '116893510535/5260220520159', '1052055224503/47341984681431', '1052068829065/47341984681431', '350694114137/15780661560477', '350698566043/15780661560477', '1052108832835/47341984681431', '31882475291/1434605596407', '1052134196041/47341984681431', '1052146312681/47341984681431', '95650726009/4303816789221', '1052169172223/47341984681431', '1052179834193/47341984681431', '116909993411/5260220520159', '1052199468581/47341984681431', '1052208400895/47341984681431', '1052216729275/47341984681431', '1052224451749/47341984681431', '1052231574481/47341984681431', '350746036475/15780661560477', '1052244075451/47341984681431', '116916610625/5260220520159', '116917155335/5260220520159', '350752937633/15780661560477']
['2103693332793/94683994501259', '2103700701873/94683994501259', '2103708921095/94683994501259', '2103718052473/94683994501259', '2103728154527/94683994501259', '2103739280475/94683994501259', '2103751476145/94683994501259', '2103764778229/94683994501259', '2103779212607/94683994501259', '2103794792999/94683994501259', '2103811519997/94683994501259', '2103829380589/94683994501259', '2103848347793/94683994501259', '2103868380911/94683994501259', '2103889425841/94683994501259', '2103911415735/94683994501259', '2103934271807/94683994501259', '2103957904463/94683994501259', '2103982214291/94683994501259', '2104007093389/94683994501259', '2104032426777/94683994501259', '2104058093799/94683994501259', '2104083969361/94683994501259', '2104109925983/94683994501259', '2104135834671/94683994501259', '2104161567149/94683994501259', '2104186996863/94683994501259', '2104212000921/94683994501259', '2104236461475/94683994501259', '2104260267269/94683994501259', '2104283315051/94683994501259', '2104305511013/94683994501259', '2104326772035/94683994501259', '2104347026887/94683994501259', '2104366217161/94683994501259', '2104384298161/94683994501259', '2104401239295/94683994501259', '2104417024471/94683994501259', '2104431651851/94683994501259', '2104445133389/94683994501259', '2104457493855/94683994501259', '2104468769473/94683994501259', '2104479006119/94683994501259', '2104488257449/94683994501259', '2104496582749/94683994501259']
['525928719781/23671004909914', '525930449113/23671004909914', '262966189855/11835502454957', '525934526317/23671004909914', '262968451618/11835502454957', '262969761580/11835502454957', '525942397467/23671004909914', '262972767467/11835502454957', '525948942215/23671004909914', '525952622623/23671004909914', '525956576775/23671004909914', '525960801543/23671004909914', '525965290947/23671004909914', '525970035165/23671004909914', '22868479203/1029174126518', '525980234323/23671004909914', '525985654621/23671004909914', '525991260889/23671004909914', '262998514825/11835502454957', '526002934769/23671004909914', '526008948975/23671004909914', '526015043053/23671004909914', '526021187273/23671004909914', '11435377190/514587063259', '22871021861/1029174126518', '526039612369/23671004909914', '526045649367/23671004909914', '526051584043/23671004909914', '263028694218/11835502454957', '263031517807/11835502454957', '526068501185/23671004909914', '526073762457/23671004909914', '263039399953/11835502454957', '526083596347/23671004909914', '526088138231/23671004909914', '263046207395/11835502454957', '263048209600/11835502454957', '263050073799/11835502454957', '526103600051/23671004909914', '263053389727/11835502454957', '526109692215/23671004909914', '526112347011/23671004909914', '526114755247/23671004909914', '526116929717/23671004909914', '526118884925/23671004909914']
['2103734431715/94684042360849', '2103740945647/94684042360849', '2103748222987/94684042360849', '2103756321171/94684042360849', '2103765294753/94684042360849', '110725010191/4983370650571', '2103786061329/94684042360849', '2103797933087/94684042360849', '2103810834407/94684042360849', '2103824779713/94684042360849', '2103839771385/94684042360849', '2103855799147/94684042360849', '2103872839899/94684042360849', '2103890857625/94684042360849', '2103909803849/94684042360849', '2103929618137/94684042360849', '2103950228845/94684042360849', '2103971554059/94684042360849', '2103993502779/94684042360849', '2104015975837/94684042360849', '2104038867425/94684042360849', '2104062066393/94684042360849', '2104085457411/94684042360849', '2104108922773/94684042360849', '2104132343547/94684042360849', '2104155601311/94684042360849', '2104178579379/94684042360849', '2104201164541/94684042360849', '2104223248375/94684042360849', '2104244728635/94684042360849', '2104265510793/94684042360849', '2104285509109/94684042360849', '2104304647995/94684042360849', '2104322863039/94684042360849', '2104340101893/94684042360849', '2104356324949/94684042360849', '110756395047/4983370650571', '2104385631739/94684042360849', '2104398702757/94684042360849', '2104410731857/94684042360849', '2104421743647/94684042360849', '2104431773027/94684042360849', '2104440863631/94684042360849', '2104449065825/94684042360849', '110760864995/4983370650571']
['1051876992153/47342032541021', '1051880047421/47342032541021', '1051883463567/47342032541021', '1051887268537/47342032541021', '1051891488281/47342032541021', '1051896147309/47342032541021', '1051901266395/47342032541021', '1051906863219/47342032541021', '1051912949977/47342032541021', '1051919534467/47342032541021', '1051926617835/47342032541021', '1051934196061/47342032541021', '1051942258005/47342032541021', '1051950787295/47342032541021', '1051959760511/47342032541021', '1051969149491/47342032541021', '1051978919603/47342032541021', '1051989032281/47342032541021', '1051999443479/47342032541021', '1052010106299/47342032541021', '1052020969475/47342032541021', '1052031980287/47342032541021', '1052043082865/47342032541021', '1052054221293/47342032541021', '1052065337941/47342032541021', '1052076376573/47342032541021', '1052087280645/47342032541021', '1052097996455/47342032541021', '1052108471503/47342032541021', '1052118657407/47342032541021', '1052128508423/47342032541021', '1052137984195/47342032541021', '1052147048183/47342032541021', '1052155670345/47342032541021', '1052163825431/47342032541021', '1052171495369/47342032541021', '1052178667493/47342032541021', '1052185336543/47342032541021', '1052191502655/47342032541021', '1052197172949/47342032541021', '1052202359217/47342032541021', '1052207079005/47342032541021', '1052211353137/47342032541021', '1052215206391/47342032541021', '1052218665055/47342032541021']
['2103771710071/94684085598863', '2103777460253/94684085598863', '2103783895007/94684085598863', '2103791067427/94684085598863', '2103799028233/94684085598863', '2103807824197/94684085598863', '2103817496391/94684085598863', '2103828078649/94684085598863', '2103839595903/94684085598863', '2103852063055/94684085598863', '2103865483939/94684085598863', '2103879850791/94684085598863', '2103895143819/94684085598863', '2103911331379/94684085598863', '2103928370067/94684085598863', '2103946205345/94684085598863', '2103964772123/94684085598863', '2103983995717/94684085598863', '2104003792741/94684085598863', '2104024072299/94684085598863', '2104044737067/94684085598863', '2104065684759/94684085598863', '2104086809111/94684085598863', '2104108001665/94684085598863', '2104129152709/94684085598863', '2104150153159/94684085598863', '2104170895471/94684085598863', '2104191275473/94684085598863', '2104211193477/94684085598863', '2104230555737/94684085598863', '2104249275637/94684085598863', '2104267275051/94684085598863', '2104284485275/94684085598863', '2104300848171/94684085598863', '2104316316875/94684085598863', '2104330856501/94684085598863', '2104344444413/94684085598863', '2104357070479/94684085598863', '2104368736679/94684085598863', '2104379456649/94684085598863', '2104389254611/94684085598863', '2104398164151/94684085598863', '2104406226507/94684085598863', '2104413488949/94684085598863', '2104420002881/94684085598863']
['525947358959/23671026528921', '175316235472/7890342176307', '525950215720/23671026528921', '175317299815/7890342176307', '525953769976/23671026528921', '525955838444/23671026528921', '175319371666/7890342176307', '525960607715/23671026528921', '525963322963/23671026528921', '175322088098/7890342176307', '525969433052/23671026528921', '525972827365/23671026528921', '175325480969/7890342176307', '525980272042/23671026528921', '525984304778/23671026528921', '175329509309/7890342176307', '175330975420/7890342176307', '175332493906/7890342176307', '526002174631/23671026528921', '175335661000/7890342176307', '526011883796/23671026528921', '526016852236/23671026528921', '175340621041/7890342176307', '526026890186/23671026528921', '175343969128/7890342176307', '175345629431/7890342176307', '526041807413/23671026528921', '526046639509/23671026528921', '526051360987/23671026528921', '175351983055/7890342176307', '526060383607/23671026528921', '526064645428/23671026528921', '526068718546/23671026528921', '526072588913/23671026528921', '175358748574/7890342176307', '175359893522/7890342176307', '175360962820/7890342176307', '175361955656/7890342176307', '526088617012/23671026528921', '175363713950/7890342176307', '526093447697/23671026528921', '526095542573/23671026528921', '526097436685/23671026528921', '526099141279/23671026528921', '526100668913/23671026528921']
['2103805487991/94684124623171', '2103810556923/94684124623171', '2103816238907/94684124623171', '2103822582879/94684124623171', '2103829635927/94684124623171', '2103837441731/94684124623171', '2103846039053/94684124623171', '2103855460121/94684124623171', '2103865729283/94684124623171', '2103876861671/94684124623171', '2103888862355/94684124623171', '2103901725665/94684124623171', '2103915434905/94684124623171', '2103929962223/94684124623171', '2103945268951/94684124623171', '2103961305889/94684124623171', '2103978014035/94684124623171', '2103995325297/94684124623171', '2104013163493/94684124623171', '2104031445237/94684124623171', '2104050081225/94684124623171', '2104068977357/94684124623171', '2104088035873/94684124623171', '2104107156833/94684124623171', '2104126239281/94684124623171', '2104145182677/94684124623171', '2104163888113/94684124623171', '2104182259763/94684124623171', '2104200206127/94684124623171', '2104217641245/94684124623171', '2104234485987/94684124623171', '2104250669101/94684124623171', '2104266128341/94684124623171', '2104280811253/94684124623171', '2104294676033/94684124623171', '2104307691959/94684124623171', '2104319839815/94684124623171', '2104331111831/94684124623171', '2104341511503/94684124623171', '2104351052899/94684124623171', '2104359759781/94684124623171', '2104367664241/94684124623171', '2104374805257/94684124623171', '2104381226979/94684124623171', '2104386977161/94684124623171']
['1051910770073/47342071565329', '10844465403/488062593457', '1051915807467/47342071565329', '1051918783989/47342071565329', '1051922095975/47342071565329', '1051925764843/47342071565329', '1051929809057/47342071565329', '1051934244691/47342071565329', '1051939083357/47342071565329', '10844786939/488062593457', '1051949996251/47342071565329', '1051956070935/47342071565329', '1051962549091/47342071565329', '1051969418139/47342071565329', '1051976659395/47342071565329', '1051984250035/47342071565329', '1051992161515/47342071565329', '1052000361861/47342071565329', '1052008814231/47342071565329', '1052017479237/47342071565329', '1052026313633/47342071565329', '1052035272885/47342071565329', '1052044309627/47342071565329', '61885492733/2784827739137', '1052062424513/47342071565329', '1052071406091/47342071565329', '1052080273287/47342071565329', '1052088980745/47342071565329', '1052097484153/47342071565329', '1052105742915/47342071565329', '1052113718773/47342071565329', '1052121378245/47342071565329', '1052128691249/47342071565329', '1052135633427/47342071565329', '1052142184589/47342071565329', '1052148330827/47342071565329', '1052154062895/47342071565329', '1052159377895/47342071565329', '10847054407/488062593457', '1052168769199/47342071565329', '1052172864387/47342071565329', '1052176579095/47342071565329', '1052179931887/47342071565329', '1052182944421/47342071565329', '1052185639335/47342071565329']
