['0', '18983149389/20744122641122', '18983694247/10372061320561', '56953807937/20744122641122', '151886999273/41488245282244', '189875115405/41488245282244', '113937079377/20744122641122', '265886330821/41488245282244', '303913842011/41488245282244', '341958913543/41488245282244', '95005944564/10372061320561', '418110682587/41488245282244', '456221888551/41488245282244', '494359674665/41488245282244', '266263169017/20744122641122', '570724196443/41488245282244', '152238897360/10372061320561', '323611440237/20744122641122', '685528459567/41488245282244', '723874743643/41488245282244', '762264180333/41488245282244', '800699249125/41488245282244', '419591231901/20744122641122', '438858187337/20744122641122', '916303571593/41488245282244', '238736671418/10372061320561', '993648392397/41488245282244', '1032411414809/41488245282244', '535619262867/20744122641122', '277533137836/10372061320561', '574548187407/20744122641122', '297033234787/10372061320561', '306811312829/10372061320561', '1266436386605/41488245282244', '1305709492193/41488245282244', '1345067792061/41488245282244', '1384514592311/41488245282244', '712026642835/20744122641122', '1463687357577/41488245282244', '1503420392739/41488245282244', '385814020252/10372061320561', '791599112529/20744122641122', '1623250748709/41488245282244', '1663417704825/41488245282244', '425925821332/10372061320561', '1744111832131/41488245282244', '1784647848161/41488245282244']
['4055614548625/193396273170726', '1352508832185/64465424390242', '2029758448100/96698136585363', '1353861345903/64465424390242', '4063725876005/193396273170726', '677656678061/32232712195121', '678037335412/32232712195121', '4070574881531/193396273170726', '4072989656389/193396273170726', '1358488384465/64465424390242', '2038999024775/96698136585363', '2040292451575/96698136585363', '2041611086209/96698136585363', '4085906230757/193396273170726', '4088633380145/193396273170726', '2045699930948/96698136585363', '4094201866583/193396273170726', '4097035541333/193396273170726', '2049948498467/96698136585363', '683797052178/32232712195121', '2052843771527/96698136585363', '2054304359128/96698136585363', '1370513950037/64465424390242', '2057241467597/96698136585363', '2058713977709/96698136585363', '4120372882573/193396273170726', '4123313678881/193396273170726', '4126246300919/193396273170726', '4129166700743/193396273170726', '1377356943247/64465424390242', '2067477320602/96698136585363', '2068907047165/96698136585363', '690107526465/32232712195121', '690573969962/32232712195121', '4146206085023/193396273170726', '4148927992135/193396273170726', '691934269741/32232712195121', '1384745030753/64465424390242', '4156812606791/193396273170726', '2079667218143/96698136585363', '4161796956277/193396273170726', '4164196666393/193396273170726', '694421703073/32232712195121', '4168794448493/193396273170726', '1390328804791/64465424390242', '4173103437139/193396273170726', '695857191101/32232712195121']
['4057411247153/193399147431859', '4059261049075/193399147431859', '4061187535009/193399147431859', '4063189086795/193399147431859', '4065263739989/193399147431859', '4067409246823/193399147431859', '4069623086321/193399147431859', '4071902525839/193399147431859', '4074244625301/193399147431859', '4076646292455/193399147431859', '4079104279701/193399147431859', '4081615233075/193399147431859', '4084175682293/193399147431859', '4086782084645/193399147431859', '4089430809729/193399147431859', '4092118179353/193399147431859', '4094840448251/193399147431859', '4097593841031/193399147431859', '4100374529937/193399147431859', '4103178669733/193399147431859', '4106002373085/193399147431859', '4108841744859/193399147431859', '4111692854499/193399147431859', '4114551771049/193399147431859', '4117414534071/193399147431859', '4120277187573/193399147431859', '4123135751609/193399147431859', '4125986255779/193399147431859', '4128824710907/193399147431859', '4131647142855/193399147431859', '4134449565627/193399147431859', '4137228015101/193399147431859', '4139978524357/193399147431859', '4142697158381/193399147431859', '4145379991829/193399147431859', '4148023145865/193399147431859', '4150622769161/193399147431859', '4153175078037/193399147431859', '4155676341959/193399147431859', '4158122928273/193399147431859', '4160511294071/193399147431859', '4162838037103/193399147431859', '4165099895941/193399147431859', '4167293809151/193399147431859', '4169416925101/193399147431859', '4171466669585/193399147431859', '4173440763523/193399147431859']
['1623648724747/77360745826641', '1624365116143/77360745826641', '1625111494901/77360745826641', '8129436216961/386803729133205', '2711152685937/128934576377735', '1627523731373/77360745826641', '8141913154601/386803729133205', '2715445413457/128934576377735', '2716960737927/128934576377735', '8155545040357/386803729133205', '8160318399013/386803729133205', '8165195725007/386803729133205', '8170170245551/386803729133205', '8175235011211/386803729133205', '8180382922229/386803729133205', '8185606751839/386803729133205', '8190899164507/386803729133205', '8196252733237/386803729133205', '1640331990571/77360745826641', '2735704417353/128934576377735', '2737535000893/128934576377735', '8218127530679/386803729133205', '8223673119083/386803729133205', '8229234020159/386803729133205', '8234802456647/386803729133205', '8240370630271/386803729133205', '8245930725101/386803729133205', '2750491638571/128934576377735', '8256995369359/386803729133205', '8262484256003/386803729133205', '551195583527/25786915275547', '551555736953/25786915275547', '8278683380471/386803729133205', '8283967990043/386803729133205', '2763060730897/128934576377735', '2764772788889/128934576377735', '8299368977689/386803729133205', '8304326602757/386803729133205', '8309183957849/386803729133205', '8313933931763/386803729133205', '2772856541559/128934576377735', '2774361465201/128934576377735', '1665494383265/77360745826641', '8331726235133/386803729133205', '8335841848751/386803729133205', '8339813783411/386803729133205', '2781212559757/128934576377735']
['2030416188291/96702290850673', '2031282265820/96702290850673', '2032184969748/96702290850673', '2033123565083/96702290850673', '2034097158911/96702290850673', '2035104705021/96702290850673', '2036145034140/96702290850673', '2037216857266/96702290850673', '2038318794240/96702290850673', '2039449373951/96702290850673', '2040607059656/96702290850673', '2041790245966/96702290850673', '2042997281629/96702290850673', '2044226463283/96702290850673', '2045476056250/96702290850673', '2046744286243/96702290850673', '2048029358128/96702290850673', '2049329446103/96702290850673', '2050642711459/96702290850673', '2051967291163/96702290850673', '2053301314797/96702290850673', '2054642892910/96702290850673', '2055990132292/96702290850673', '2057341124555/96702290850673', '2058693961288/96702290850673', '2060046721349/96702290850673', '2061397486746/96702290850673', '2062744329967/96702290850673', '2064085329226/96702290850673', '2065418556574/96702290850673', '2066742093639/96702290850673', '2068054019597/96702290850673', '2069352428057/96702290850673', '2070635415831/96702290850673', '2071901100431/96702290850673', '2073147610401/96702290850673', '2074373104264/96702290850673', '2075575762360/96702290850673', '2076753807945/96702290850673', '2077905501745/96702290850673', '2079029165303/96702290850673', '2080123179250/96702290850673', '2081186010192/96702290850673', '2082216212991/96702290850673', '2083212461825/96702290850673', '2084173556913/96702290850673', '2085098457874/96702290850673']
['677076648752/32234524808729', '4064136415219/193407148852374', '2032942257808/96703574426187', '2033851402736/96703574426187', '678264928569/32234524808729', '2035771403809/96703574426187', '678926708326/32234524808729', '1358546469295/64469049617458', '4077777594683/193407148852374', '4079971953859/193407148852374', '2041109741608/96703574426187', '4084517055175/193407148852374', '4086861435259/193407148852374', '2044624648573/96703574426187', '4091677236509/193407148852374', '1364713927371/64469049617458', '4096639406029/193407148852374', '1366388843873/64469049617458', '4101719541233/193407148852374', '684049130323/32234524808729', '4106888570969/193407148852374', '4109497200925/193407148852374', '2056058471276/96703574426187', '2057372024897/96703574426187', '4117374762403/193407148852374', '686667551473/32234524808729', '4122631910015/193407148852374', '4125250782085/193407148852374', '2063929069697/96703574426187', '2065225099340/96703574426187', '2066511591280/96703574426187', '2067786662071/96703574426187', '1379365624171/64469049617458', '690098349749/32234524808729', '690508217038/32234524808729', '4145470821359/193407148852374', '4147851041545/193407148852374', '4150186407965/193407148852374', '2076236719996/96703574426187', '2077354373717/96703574426187', '1385629683549/64469049617458', '693168533874/32234524808729', '2080536109663/96703574426187', '4163069303989/193407148852374', '694166648131/32234524808729', '4166861669767/193407148852374', '4168652648257/193407148852374']
['2032043704221/96704858001701', '2032854149399/96704858001701', '20135639068/957473841601', '2034579240389/96704858001701', '2035492412503/96704858001701', '2036438102597/96704858001701', '2037415215816/96704858001701', '2038422550619/96704858001701', '2039458800443/96704858001701', '2040522579908/96704858001701', '2041612423560/96704858001701', '2042726809209/96704858001701', '2043864153630/96704858001701', '2045022833863/96704858001701', '2046201180259/96704858001701', '2047397495870/96704858001701', '20283267801/957473841601', '2049837085516/96704858001701', '2051076829774/96704858001701', '2052327490775/96704858001701', '2053587256172/96704858001701', '2054854308015/96704858001701', '2056126810260/96704858001701', '2057402925239/96704858001701', '2058680801115/96704858001701', '2059958587489/96704858001701', '2061234423269/96704858001701', '2062506452118/96704858001701', '2063772810168/96704858001701', '2065031642106/96704858001701', '2066281088921/96704858001701', '2067519304545/96704858001701', '2068744444456/96704858001701', '2069954682663/96704858001701', '2071148201797/96704858001701', '2072323210958/96704858001701', '2073477937281/96704858001701', '2074610645605/96704858001701', '2075719632047/96704858001701', '2076803245689/96704858001701', '2077859885344/96704858001701', '2078888023994/96704858001701', '2079886209134/96704858001701', '2080853090998/96704858001701', '2081787426961/96704858001701', '2082688112854/96704858001701', '2083554190383/96704858001701']
['8131269827017/386824280140785', '2711468814719/128941426713595', '1627535924597/77364856028157', '8141086880909/386824280140785', '8144625096833/386824280140785', '1629658114559/77364856028157', '1630415819327/77364856028157', '8155986004693/386824280140785', '1632001247615/77364856028157', '8164134395477/386824280140785', '8168364779039/386824280140785', '1634538287105/77364856028157', '8177108191361/386824280140785', '1636321736933/77364856028157', '2728728797007/128941426713595', '1638166929485/77364856028157', '2731848890649/128941426713595', '1640063116259/77364856028157', '2735044801687/128941426713595', '8209996099819/386824280140785', '8214893558429/386824280140785', '8219819622691/386824280140785', '8224767088769/386824280140785', '2743242905977/128941426713595', '548979816179/25788285342719', '8239665373127/386824280140785', '2748208601713/128941426713595', '2749857075501/128941426713595', '550299621571/25788285342719', '8259387790793/386824280140785', '8264244337133/386824280140785', '2756352232617/128941426713595', '1654763528821/77364856028157', '1655703999359/77364856028157', '8283156641141/386824280140785', '8287720544659/386824280140785', '8292204777271/386824280140785', '8296602536641/386824280140785', '8300907175691/386824280140785', '8305112236883/386824280140785', '1661842298201/77364856028157', '8313198983207/386824280140785', '8317069084993/386824280140785', '2773605518501/128941426713595', '2774812202659/128941426713595', '1665584996815/77364856028157', '8331278029489/386824280140785']
['4067182418575/193414564137383', '4068698145359/193414564137383', '4070280531249/193414564137383', '4071928400131/193414564137383', '4073640271827/193414564137383', '4075414367601/193414564137383', '4077248665003/193414564137383', '4079140903455/193414564137383', '4081088637189/193414564137383', '4083089235661/193414564137383', '4085139931919/193414564137383', '4087237817107/193414564137383', '4089379884101/193414564137383', '240680177467/11377327302199', '4093784030503/193414564137383', '4096039655685/193414564137383', '4098326576145/193414564137383', '4100641410263/193414564137383', '4102980745513/193414564137383', '4105341118269/193414564137383', '4107719046085/193414564137383', '4110111006661/193414564137383', '4112513468249/193414564137383', '4114922867453/193414564137383', '4117335640455/193414564137383', '4119748198149/193414564137383', '4122156958601/193414564137383', '4124558322267/193414564137383', '4126948703229/193414564137383', '4129324506581/193414564137383', '4131682159291/193414564137383', '243177534633/11377327302199', '4136328755193/193414564137383', '4138610631469/193414564137383', '4140860237547/193414564137383', '4143074122743/193414564137383', '4145248902709/193414564137383', '4147381245431/193414564137383', '244086347741/11377327302199', '4151505745505/193414564137383', '4153491720317/193414564137383', '4155422935219/193414564137383', '4157296666725/193414564137383', '4159110373507/193414564137383', '4160861754055/193414564137383', '4162548758367/193414564137383', '4164169648723/193414564137383']
['8137305795043/386833703586887', '8140237935153/386833703586887', '8143300234175/386833703586887', '8146490484969/386833703586887', '8149805855719/386833703586887', '8153242945905/386833703586887', '8156797846347/386833703586887', '8160466196811/386833703586887', '8164243242065/386833703586887', '8168123881411/386833703586887', '8172102714389/386833703586887', '8176174080321/386833703586887', '8180332094329/386833703586887', '8184570677115/386833703586887', '8188883582897/386833703586887', '8193264421951/386833703586887', '8197706681425/386833703586887', '8202203742445/386833703586887', '8206748896181/386833703586887', '8211335356403/386833703586887', '8215956271419/386833703586887', '8220604735537/386833703586887', '8225273796583/386833703586887', '8229956465233/386833703586887', '8234645724813/386833703586887', '8239334534333/386833703586887', '8244015841269/386833703586887', '8248682585187/386833703586887', '8253327707129/386833703586887', '8257944158223/386833703586887', '8262524908455/386833703586887', '8267062956943/386833703586887', '8271551344279/386833703586887', '8275983165359/386833703586887', '8280351585433/386833703586887', '8284649857763/386833703586887', '8288871345513/386833703586887', '8293009545325/386833703586887', '8297058117145/386833703586887', '8301010916897/386833703586887', '8304862035919/386833703586887', '8308605845453/386833703586887', '8312237048949/386833703586887', '8315750739585/386833703586887', '8319142466267/386833703586887', '8322408302841/386833703586887', '8325544919981/386833703586887']
['339176948039/16118261620792', '2035769894897/96709569724752', '2036509851463/96709569724752', '2037281042419/96709569724752', '1019041395973/48354784862376', '42477381024/2014782702599', '127485911917/6044348107797', '340110441113/16118261620792', '1020788651219/48354784862376', '680839107625/32236523241584', '681160463745/32236523241584', '2044468131607/96709569724752', '1022738052557/48354784862376', '255812978761/12088696215594', '2047549776197/96709569724752', '2048612383133/96709569724752', '128105628290/6044348107797', '2050781166091/96709569724752', '1025942037667/48354784862376', '2052997119067/96709569724752', '2054118612667/96709569724752', '342541144073/16118261620792', '2056380164167/96709569724752', '1028758399445/48354784862376', '686218347393/32236523241584', '514948292023/24177392431188', '1030464720667/48354784862376', '171838510955/8059130810396', '1031594750975/48354784862376', '2064309825821/96709569724752', '1032710687291/48354784862376', '2066522434091/96709569724752', '2067611294543/96709569724752', '2068686266945/96709569724752', '2069745673943/96709569724752', '1035393933755/48354784862376', '1035905610701/48354784862376', '2072814149947/96709569724752', '345632517129/16118261620792', '43224012202/2014782702599', '2075685157801/96709569724752', '2076591455117/96709569724752', '86561257963/4029565405198', '2078320183039/96709569724752', '1039570178053/48354784862376', '693309924079/32236523241584', '2080687635629/96709569724752']
['8143039521915/386842594261831', '8145778617901/386842594261831', '8148641662313/386842594261831', '8151626706467/386842594261831', '8154731190989/386842594261831', '8157951998179/386842594261831', '8161285506873/386842594261831', '8164727648443/386842594261831', '8168273958843/386842594261831', '8171919627825/386842594261831', '8175659542253/386842594261831', '8179488325909/386842594261831', '8183400373691/386842594261831', '8187389882697/386842594261831', '8191450878409/386842594261831', '8195577238853/386842594261831', '8199762714359/386842594261831', '8204000946075/386842594261831', '8208285481107/386842594261831', '8212609787087/386842594261831', '8216967262947/386842594261831', '8221351252081/386842594261831', '8225755049869/386842594261831', '8230171913549/386842594261831', '8234595072701/386842594261831', '8239017732889/386842594261831', '8243433088867/386842594261831', '8247834328905/386842594261831', '8252214644661/386842594261831', '8256567240747/386842594261831', '8260885343151/386842594261831', '8265162211525/386842594261831', '8269391150483/386842594261831', '8273565524301/386842594261831', '8277678772303/386842594261831', '8281724428141/386842594261831', '8285696140549/386842594261831', '8289587698763/386842594261831', '8293393060835/386842594261831', '8297106387525/386842594261831', '8300722080199/386842594261831', '8304234825685/386842594261831', '8307639645977/386842594261831', '8310931955517/386842594261831', '8314107622977/386842594261831', '8317163038193/386842594261831', '8320095178303/386842594261831']
['4072916145447/193423454812327', '4074238828107/193423454812327', '4075621959387/193423454812327', '4077064621629/193423454812327', '4078565607097/193423454812327', '4080123419875/193423454812327', '4081736325529/193423454812327', '4083402355087/193423454812327', '4085119353967/193423454812327', '4086884982075/193423454812327', '4088696759783/193423454812327', '4090552062695/193423454812327', '4092448163463/193423454812327', '4094382222521/193423454812327', '4096351326015/193423454812327', '4098352472587/193423454812327', '4100382609079/193423454812327', '4102438613893/193423454812327', '4104517330439/193423454812327', '4106615548953/193423454812327', '4108730037613/193423454812327', '4110857523205/193423454812327', '4112994721535/193423454812327', '4115138315769/193423454812327', '4117284988343/193423454812327', '4119431396705/193423454812327', '4121574206199/193423454812327', '4123710065985/193423454812327', '4125835640761/193423454812327', '4127947589105/193423454812327', '4130042593987/193423454812327', '4132117343343/193423454812327', '4134168561397/193423454812327', '4136192990411/193423454812327', '4138187424417/193423454812327', '4140148693121/193423454812327', '4142073697745/193423454812327', '4143959398869/193423454812327', '4145802855287/193423454812327', '4147601216133/193423454812327', '4149351764597/193423454812327', '4151051915451/193423454812327', '4152699263753/193423454812327', '4154291589439/193423454812327', '4155826910765/193423454812327', '4157303493719/193423454812327', '4158719907045/193423454812327']
['8148482617899/386850977469265', '8151039596813/386850977469265', '8153714508031/386850977469265', '8156505643557/386850977469265', '8159410701119/386850977469265', '8162426830269/386850977469265', '8165550684629/386850977469265', '8168778473773/386850977469265', '8172106013909/386850977469265', '8175528773851/386850977469265', '8179041918787/386850977469265', '1636528069489/77370195493853', '8186318727017/386850977469265', '1638014304595/77370195493853', '8193893026057/386850977469265', '8197777375063/386850977469265', '1640343715703/77370195493853', '8205710531669/386850977469265', '8209747033299/386850977469265', '8213821799653/386850977469265', '8217928476659/386850977469265', '1644412130391/77370195493853', '8226211865267/386850977469265', '8230375615913/386850977469265', '8234545376521/386850977469265', '8238714594939/386850977469265', '8242876710071/386850977469265', '8247025154359/386850977469265', '8251153366863/386850977469265', '8255254800891/386850977469265', '8259322934777/386850977469265', '8263351283479/386850977469265', '8267333411357/386850977469265', '8271262946061/386850977469265', '1655026719201/77370195493853', '8278939168197/386850977469265', '8282673590701/386850977469265', '8286330937181/386850977469265', '8289905456087/386850977469265', '8293391603089/386850977469265', '8296784080139/386850977469265', '1660015575535/77370195493853', '8303268324499/386850977469265', '1661270228403/77370195493853', '8309322504251/386850977469265', '8312179099999/386850977469265', '1662983639197/77370195493853']
['679261078742/32237920442823', '2038400384353/96713761328469', '2039046274322/96713761328469', '679906836988/32237920442823', '2040422547011/96713761328469', '2041151705197/96713761328469', '2041907179550/96713761328469', '226965339927/10745973480941', '2043493329971/96713761328469', '2044321895888/96713761328469', '2045172579502/96713761328469', '682014714125/32237920442823', '2046935281777/96713761328469', '682614883409/32237920442823', '2048770850021/96713761328469', '683237483746/32237920442823', '227851998302/10745973480941', '2051635958888/96713761328469', '2052614851430/96713761328469', '2053603125350/96713761328469', '2054599219523/96713761328469', '2055601564375/96713761328469', '685536190622/32237920442823', '2057618650072/96713761328469', '2058630194089/96713761328469', '2059641599117/96713761328469', '2060651251936/96713761328469', '2061657544187/96713761328469', '2062658863051/96713761328469', '2063653605893/96713761328469', '2064640170395/96713761328469', '2065616970068/96713761328469', '2066582424980/96713761328469', '2067534977825/96713761328469', '229830342866/10745973480941', '2069395237538/96713761328469', '2070299946478/96713761328469', '2071185769156/96713761328469', '690683766800/32237920442823', '2072895193478/96713761328469', '230412906419/10745973480941', '2074512981112/96713761328469', '2075284530373/96713761328469', '2076029776288/96713761328469', '692249265581/32237920442823', '2077437803140/96713761328469', '2078099144470/96713761328469']
['8153646460827/386858877612059', '8156031758183/386858877612059', '8158529165993/386858877612059', '8161137201509/386858877612059', '8163853802951/386858877612059', '8166676373167/386858877612059', '8169601826557/386858877612059', '8172626638697/386858877612059', '8175746893751/386858877612059', '8178958330005/386858877612059', '8182256380161/386858877612059', '8185636209713/386858877612059', '8189092749549/386858877612059', '8192620726377/386858877612059', '8196214688625/386858877612059', '8199869030507/386858877612059', '8203578011801/386858877612059', '8207335777149/386858877612059', '8211136371477/386858877612059', '8214973755229/386858877612059', '8218841816097/386858877612059', '8222734382661/386858877612059', '8226645233727/386858877612059', '8230568107445/386858877612059', '8234496715005/386858877612059', '8238424743021/386858877612059', '8242345869811/386858877612059', '8246253768993/386858877612059', '8250142121761/386858877612059', '8254004626567/386858877612059', '8257835009109/386858877612059', '8261627035203/386858877612059', '8265374523151/386858877612059', '8269071359465/386858877612059', '8272711514635/386858877612059', '8276289063299/386858877612059', '8279798205369/386858877612059', '8283233291571/386858877612059', '8286588851625/386858877612059', '8289859627799/386858877612059', '8293040611303/386858877612059', '8296127085729/386858877612059', '8299114673867/386858877612059', '8301999390869/386858877612059', '8304777700717/386858877612059', '8307446576059/386858877612059', '8310003554973/386858877612059']
['4078079988375/193431354955121', '4079230989477/193431354955121', '4080436617349/193431354955121', '4081696179581/193431354955121', '4083008708929/193431354955121', '4084372962773/193431354955121', '4085787467457/193431354955121', '4087250520011/193431354955121', '4088760233809/193431354955121', '4090314538229/193431354955121', '4091911221157/193431354955121', '4093547924963/193431354955121', '4095222185995/193431354955121', '4096931425923/193431354955121', '4098672988583/193431354955121', '4100444128031/193431354955121', '4102242042365/193431354955121', '4104063859373/193431354955121', '4105906668617/193431354955121', '4107767504529/193431354955121', '4109643377051/193431354955121', '4111531253911/193431354955121', '4113428089995/193431354955121', '4115330807301/193431354955121', '4117236326827/193431354955121', '4119141544787/193431354955121', '4121043365939/193431354955121', '4122938680619/193431354955121', '4124824395659/193431354955121', '4126697414781/193431354955121', '4128554668319/193431354955121', '4130393095067/193431354955121', '4132209673191/193431354955121', '4134001403815/193431354955121', '4135765343047/193431354955121', '4137498588223/193431354955121', '4139198312413/193431354955121', '4140861753259/193431354955121', '4142486250825/193431354955121', '4144069240843/193431354955121', '4145608295761/193431354955121', '4147101123505/193431354955121', '4148545613121/193431354955121', '4149939838293/193431354955121', '4151282107231/193431354955121', '4152570969779/193431354955121', '4153805266033/193431354955121']
['8158542187975/386866318206201', '8160765760831/386866318206201', '8163095817581/386866318206201', '8165531083975/386866318206201', '2722689908189/128955439402067', '2723569793465/128955439402067', '8173447213739/386866318206201', '8176279953359/386866318206201', '8179203940531/386866318206201', '8182215171475/386866318206201', '8185309337663/386866318206201', '8188481861603/386866318206201', '2730575976709/128955439402067', '8195042523121/386866318206201', '8198420440319/386866318206201', '8201856323911/386866318206201', '2735114893303/128955439402067', '8208879895907/386866318206201', '2737485419383/128955439402067', '8216067965873/386866318206201', '8219709144497/386866318206201', '8223373858003/386866318206201', '8227056120863/386866318206201', '8230749905113/386866318206201', '8234449156655/386866318206201', '8238147796367/386866318206201', '8241839738333/386866318206201', '8245518892171/386866318206201', '2749726392603/128955439402067', '2750938177841/128955439402067', '2752139642691/128955439402067', '2753328790893/128955439402067', '8263510934957/386866318206201', '2755662251189/128955439402067', '2756802685307/128955439402067', '8273769176923/386866318206201', '8277064581581/386866318206201', '8280288889369/386866318206201', '2761145634459/128955439402067', '8286503642135/386866318206201', '8289484376837/386866318206201', '8292374672237/386866318206201', '8295170433265/386866318206201', '8297867954975/386866318206201', '8300463977459/386866318206201', '8302955740573/386866318206201', '2768447012643/128955439402067']
['102011554990/4835874081277', '2040767385677/96717481625540', '510332400029/24179370406385', '2041917452197/96717481625540', '2042530507819/96717481625540', '2043168208811/96717481625540', '2043829873141/96717481625540', '1022257358337/48358740812770', '2045221853361/96717481625540', '2045950316623/96717481625540', '2046699058253/96717481625540', '102373348416/4835874081277', '1024126436033/48358740812770', '2049055548599/96717481625540', '512468431467/24179370406385', '102535304897/4835874081277', '512887829693/24179370406385', '2052408018267/96717481625540', '1026637397383/48358740812770', '513537557668/24179370406385', '2055032883723/96717481625540', '1027960651023/48358740812770', '1028407007717/48358740812770', '1028854774453/48358740812770', '1029303207457/48358740812770', '205950312579/9671748162554', '2060398186197/96717481625540', '515322526444/24179370406385', '412435478215/19343496325108', '2063058559371/96717481625540', '2063932129877/96717481625540', '1032398319403/48358740812770', '2065650630883/96717481625540', '516623168719/24179370406385', '2067321356437/96717481625540', '206813529435/9671748162554', '517233283646/24179370406385', '413942713611/19343496325108', '517618831569/24179370406385', '1035608600323/48358740812770', '1035969020269/48358740812770', '1036318387183/48358740812770', '518328102518/24179370406385', '2073964058341/96717481625540', '1037295467557/48358740812770', '2075192385397/96717481625540', '518941971487/24179370406385']
['8163180688373/386873321896589', '8165252029819/386873321896589', '64310428527/3046246629107', '8169696787235/386873321896589', '8172067498285/386873321896589', '8174534422113/386873321896589', '8177094955011/386873321896589', '8179746067381/386873321896589', '8182484345669/386873321896589', '8185306034067/386873321896589', '8188207072477/386873321896589', '8191183132127/386873321896589', '8194229646755/386873321896589', '8197341842445/386873321896589', '8200514762443/386873321896589', '8203743290911/386873321896589', '8207022173279/386873321896589', '8210346034989/386873321896589', '8213709397427/386873321896589', '8217106694147/386873321896589', '8220532282747/386873321896589', '8223980458491/386873321896589', '433023445593/20361753784031', '8230921508303/386873321896589', '8234402759951/386873321896589', '8237883372815/386873321896589', '8241357491557/386873321896589', '8244819257999/386873321896589', '8248262825587/386873321896589', '8251682368301/386873321896589', '8255072092325/386873321896589', '434654013147/20361753784031', '8261739151421/386873321896589', '8265005182779/386873321896589', '8268218821279/386873321896589', '8271374655947/386873321896589', '8274467408847/386873321896589', '8277491960971/386873321896589', '8280443379421/386873321896589', '8283316950185/386873321896589', '436110958611/20361753784031', '753528454999/35170301990599', '753766136231/35170301990599', '8293948256757/386873321896589', '8296372280803/386873321896589', '8298697063083/386873321896589', '8300920635939/386873321896589']
['4082718488773/193438358645509', '4083717258465/193438358645509', '4084765222697/193438358645509', '4085861882841/193438358645509', '4087006482647/193438358645509', '4088198004491/193438358645509', '4089435208729/193438358645509', '4090716634033/193438358645509', '4092040638947/193438358645509', '4093405400821/193438358645509', '4094808955971/193438358645509', '4096249195487/193438358645509', '4097723902623/193438358645509', '4099230745247/193438358645509', '4100767310707/193438358645509', '4102331095031/193438358645509', '4103919535735/193438358645509', '4105529998455/193438358645509', '4107159807895/193438358645509', '4108806232803/193438358645509', '4110466515301/193438358645509', '4112137854399/193438358645509', '4113817435399/193438358645509', '4115502410491/193438358645509', '4117189930123/193438358645509', '4118877121235/193438358645509', '4120561119163/193438358645509', '4122239046447/193438358645509', '4123908043437/193438358645509', '4125565249559/193438358645509', '4127207832571/193438358645509', '4128832972181/193438358645509', '4130437889655/193438358645509', '4132019833027/193438358645509', '4133576108405/193438358645509', '4135104067247/193438358645509', '4136601139679/193438358645509', '4138064824861/193438358645509', '4139492726869/193438358645509', '4140882548893/193438358645509', '4142232132533/193438358645509', '4143539456257/193438358645509', '4144802678397/193438358645509', '4146020140075/193438358645509', '4147190410575/193438358645509', '4148312292289/193438358645509', '4149384864043/193438358645509']
['8167572596537/386879910472525', '1633900149831/77375982094505', '8171524715233/386879910472525', '8173643593051/386879910472525', '8175855955257/386879910472525', '8178159878731/386879910472525', '8180552981901/386879910472525', '8183032463849/386879910472525', '8185595145633/386879910472525', '8188237508661/386879910472525', '8190955731929/386879910472525', '8193745725769/386879910472525', '8196603163417/386879910472525', '8199523508471/386879910472525', '8202502041151/386879910472525', '8205533880507/386879910472525', '8208614005393/386879910472525', '1642347454517/77375982094505', '8214898433967/386879910472525', '8218092151099/386879910472525', '1644262601869/77375982094505', '8224555530043/386879910472525', '1645562836803/77375982094505', '8231083398511/386879910472525', '8234357574563/386879910472525', '8237631089069/386879910472525', '8240898313297/386879910472525', '8244153616303/386879910472525', '1649478276109/77375982094505', '8250606010219/386879910472525', '1650758388949/77375982094505', '1651388734161/77375982094505', '8260055737219/386879910472525', '8263122770107/386879910472525', '8266139490749/386879910472525', '1653820146959/77375982094505', '8272001474827/386879910472525', '8274836844353/386879910472525', '8277602166513/386879910472525', '8280292984913/386879910472525', '1656581019821/77375982094505', '8285434603267/386879910472525', '8287877929747/386879910472525', '1658046378901/77375982094505', '1658498749297/77375982094505', '8294661215369/386879910472525', '1659346511363/77375982094505']
['1021213526941/48360387956754', '680963915115/32240258637836', '510844936567/24180193978377', '2043890855105/96720775913508', '2044424736305/96720775913508', '511245234280/24180193978377', '1022779443293/48360387956754', '511539478727/24180193978377', '2046777253343/96720775913508', '511854013480/24180193978377', '2048073387979/96720775913508', '2048748265141/96720775913508', '2049439630397/96720775913508', '170845531801/8060064659459', '341811227537/16120129318918', '1025800696369/48360387956754', '684115744943/32240258637836', '2053103637065/96720775913508', '513467328259/24180193978377', '513660739787/24180193978377', '1027711623511/48360387956754', '1028104418911/48360387956754', '16588696567/780006257367', '342965082335/16120129318918', '514645955555/24180193978377', '686458994639/32240258637836', '686722865689/32240258637836', '515239321232/24180193978377', '1030870834277/48360387956754', '1031260190165/48360387956754', '2063292056087/96720775913508', '516013837328/24180193978377', '1032404461891/48360387956754', '172129289045/8060064659459', '172190140931/8060064659459', '1033499166887/48360387956754', '1033850083787/48360387956754', '1034193004873/48360387956754', '1034527359911/48360387956754', '1034852609005/48360387956754', '1035168241643/48360387956754', '690315857835/32240258637836', '2071537625675/96720775913508', '2072105877215/96720775913508', '2072651667955/96720775913508', '518293615385/24180193978377', '345612307731/16120129318918']
