['0', '98229185/73746850529', '392936473/147493701058', '589454003/147493701058', '786030763/147493701058', '491343311/73746850529', '1179441487/147493701058', '125119585/13408518278', '143029881/13408518278', '1770501583/147493701058', '1967854693/147493701058', '1082704410/73746850529', '2363184949/147493701058', '1280602200/73746850529', '2759488819/147493701058', '134457274/6704259139', '3156940495/147493701058', '1678076409/73746850529', '1777860094/73746850529', '3755666223/147493701058', '3956015105/147493701058', '4156791503/147493701058', '4358020761/147493701058', '4559728885/147493701058', '2380971269/73746850529', '4964689217/147493701058', '2583998633/73746850529', '5371895863/147493701058', '506946841/13408518278', '5781586741/147493701058', '2993721374/73746850529', '3097008509/73746850529', '290970213/6704259139', '3304731172/73746850529', '6818408309/147493701058', '3514111368/73746850529', '7238947741/147493701058', '7450627755/147493701058', '696664521/13408518278']
['17570445433/689104498426', '17573534295/689104498426', '17576888341/689104498426', '8790255809/344552249213', '8792202569/344552249213', '17588566881/689104498426', '8796495950/344552249213', '17597672523/689104498426', '8801299310/344552249213', '8803878957/344552249213', '17613136211/689104498426', '17618717683/689104498426', '17624485095/689104498426', '17630419991/689104498426', '17636502883/689104498426', '17642713449/689104498426', '17649030597/689104498426', '8827716372/344552249213', '8830948867/344552249213', '8834201558/344552249213', '17674926231/689104498426', '8840722088/344552249213', '8843967044/344552249213', '8847186571/344552249213', '8850369323/344552249213', '17707008245/689104498426', '8856579970/344552249213', '17719172323/689104498426', '17725024667/689104498426', '8865348573/344552249213', '8868085515/344552249213', '8870714455/344552249213', '17746454971/689104498426', '8875617657/344552249213', '8877879125/344552249213', '8880007343/344552249213', '17763998459/689104498426', '8883853298/344552249213', '8885569720/344552249213']
['8787589730/344555407781', '8789052055/344555407781', '8790641584/344555407781', '8792360266/344555407781', '8794208957/344555407781', '676629743/26504262137', '8798291335/344555407781', '187245090/7330966123', '8802865768/344555407781', '8805324910/344555407781', '8807890090/344555407781', '8810553498/344555407781', '8813307056/344555407781', '8816141652/344555407781', '8819048084/344555407781', '8822016298/344555407781', '8825036303/344555407781', '87406905/3411439681', '8831189082/344555407781', '8834300209/344555407781', '8837420013/344555407781', '8840537138/344555407781', '8843640721/344555407781', '8846719447/344555407781', '8849762531/344555407781', '8852758916/344555407781', '8855698159/344555407781', '681428437/26504262137', '8861363689/344555407781', '8864070400/344555407781', '8866681012/344555407781', '8869186966/344555407781', '8871580906/344555407781', '8873856020/344555407781', '8876006995/344555407781', '8878029399/344555407781', '8879920620/344555407781', '8881679230/344555407781', '8883305767/344555407781']
['17579548499/689116602166', '17582323671/689116602166', '17585342817/689116602166', '8794305159/344558301083', '17592127809/689116602166', '17595894037/689116602166', '8799952489/344558301083', '17604154003/689116602166', '17608632127/689116602166', '8806664111/344558301083', '8809114676/344558301083', '17623320925/689116602166', '17628586971/689116602166', '8817005156/344558301083', '17639572765/689116602166', '8822627628/344558301083', '8825519004/344558301083', '17656900703/689116602166', '17662822491/689116602166', '17668782175/689116602166', '8837379217/344558301083', '17680729595/689116602166', '17686674157/689116602166', '8846285281/344558301083', '17698397445/689116602166', '17704133775/689116602166', '8854879454/344558301083', '8857626375/344558301083', '8860297984/344558301083', '17725770087/689116602166', '17730757747/689116602166', '17735542901/689116602166', '17740111103/689116602166', '8872224872/344558301083', '17748548433/689116602166', '8876199627/344558301083', '8877998557/344558301083', '8879669972/344558301083', '8881214403/344558301083']
['8791958769/344561194385', '8793271616/344561194385', '8794701233/344561194385', '8796250052/344561194385', '8797918852/344561194385', '8799707378/344561194385', '8801613643/344561194385', '8803634773/344561194385', '8805766359/344561194385', '8808003312/344561194385', '8810339262/344561194385', '8812767427/344561194385', '1763055983/68912238877', '1763573732/68912238877', '8820524681/344561194385', '8823238958/344561194385', '1765200341/68912238877', '8828803298/344561194385', '8831633409/344561194385', '8834481966/344561194385', '8837338421/344561194385', '8840192457/344561194385', '8843033436/344561194385', '1769170223/68912238877', '8848634914/344561194385', '8851374859/344561194385', '384959163/14980921495', '8856683069/344561194385', '8859232279/344561194385', '8861699687/344561194385', '1772815347/68912238877', '1773271187/68912238877', '8868530197/344561194385', '385677988/14980921495', '8872541438/344561194385', '1774873971/68912238877', '8876076494/344561194385', '8877660714/344561194385', '8879123039/344561194385']
['1352918818/53009821779', '17590434191/689127683127', '17593147807/689127683127', '17596090166/689127683127', '17599263367/689127683127', '5867555625/229709227709', '17606297482/689127683127', '5870049839/229709227709', '17614215025/689127683127', '5872828002/229709227709', '5874314880/229709227709', '5875861182/229709227709', '5877461979/229709227709', '452239381/17669940593', '5880805449/229709227709', '17647609579/689127683127', '17652896975/689127683127', '17658259475/689127683127', '452914807/17669940593', '410910023/16026225189', '17674599958/689127683127', '17680063955/689127683127', '17685502724/689127683127', '17690895973/689127683127', '17696223598/689127683127', '5900488617/229709227709', '17706603359/689127683127', '17711617342/689127683127', '5905496579/229709227709', '17721203398/689127683127', '5908580749/229709227709', '17730091537/689127683127', '17734238075/689127683127', '17738170510/689127683127', '1364759969/53009821779', '17745358532/689127683127', '5916201056/229709227709', '5917204084/229709227709', '17754387424/689127683127']
['8795985865/344566488742', '8797162575/344566488742', '4399223287/172283244371', '4399920057/172283244371', '8801344515/344566488742', '8802959497/344566488742', '1257811977/49223784106', '4403257372/172283244371', '4404224333/172283244371', '4405240347/172283244371', '4406302689/172283244371', '8814816119/344566488742', '4408553011/172283244371', '8819467199/344566488742', '630135119/24611892053', '8824370621/344566488742', '4413447635/172283244371', '8829456177/344566488742', '4416022032/172283244371', '8834649023/344566488742', '8837261537/344566488742', '4419935749/172283244371', '4421234644/172283244371', '4422522429/172283244371', '4423794342/172283244371', '4425045496/172283244371', '4426271305/172283244371', '8854934273/344566488742', '632661247/24611892053', '8859503711/344566488742', '632976108/24611892053', '4431867801/172283244371', '4432853939/172283244371', '4433788393/172283244371', '8869338159/344566488742', '8870988677/344566488742', '4436263337/172283244371', '4436975769/172283244371', '8875264385/344566488742']
['8797839459/344568908015', '283837239/11115126065', '3520068827/137827563206', '517734993/20268759295', '8802924111/344568908015', '8804459773/344568908015', '17612201307/689137816030', '17615688679/689137816030', '518216902/20268759295', '8811625151/344568908015', '568622737/22230252130', '3526305201/137827563206', '17635900163/689137816030', '8820206249/344568908015', '3529009443/137827563206', '17649787673/689137816030', '519253426/20268759295', '1038795043/40537518590', '3532893411/137827563206', '1039379507/40537518590', '8837225291/344568908015', '17679444699/689137816030', '8842207474/344568908015', '17689342203/689137816030', '8847103813/344568908015', '17698992663/689137816030', '8851839588/344568908015', '8854124812/344568908015', '17712687193/689137816030', '8858487973/344568908015', '17721101067/689137816030', '8862524501/344568908015', '8864403878/344568908015', '8866183561/344568908015', '286059983/11115126065', '3547771479/137827563206', '8870889608/344568908015', '17744483831/689137816030', '8873486694/344568908015']
['8799693053/344571327288', '127547047/4993787352', '8801897561/344571327288', '366797902/14357138637', '127601503/4993787352', '8805960049/344571327288', '244653263/9571425758', '8809173935/344571327288', '489495889/19142851516', '47895487/1872670257', '383247803/14981362056', '4408354943/172285663644', '2939598047/114857109096', '8820945299/344571327288', '8823155549/344571327288', '735451421/28714277274', '1471286869/57428554548', '4415029777/172285663644', '2944140997/114857109096', '96030463/3745340514', '8837189045/344571327288', '8839573201/344571327288', '32036035/1248446838', '982699705/38285703032', '4423309471/172285663644', '8848901671/344571327288', '4425568283/172285663644', '2951105117/114857109096', '8855429735/344571327288', '2952490745/114857109096', '2953145185/114857109096', '1107664175/43071415911', '1477183313/57428554548', '123122088/4785712879', '8866380787/344571327288', '4433934359/172285663644', '1478208757/57428554548', '8870532293/344571327288', '8871709003/344571327288']
['17602794423/689147071207', '17604788634/689147071207', '17606970846/689147071207', '17609346085/689147071207', '17611917214/689147071207', '17614684789/689147071207', '2516806717/98449581601', '359608161/14064225943', '17624137276/689147071207', '17627651154/689147071207', '17631331792/689147071207', '17635167957/689147071207', '17639147077/689147071207', '2520465065/98449581601', '17647478390/689147071207', '17651800361/689147071207', '17656205116/689147071207', '17660675875/689147071207', '17665195405/689147071207', '17669746025/689147071207', '17674310044/689147071207', '17678869357/689147071207', '17683406109/689147071207', '17687902342/689147071207', '17692340368/689147071207', '17696702823/689147071207', '2528710391/98449581601', '17705133750/689147071207', '17709170224/689147071207', '17713067411/689147071207', '17716811624/689147071207', '17720390484/689147071207', '17723793096/689147071207', '17727010312/689147071207', '17730034975/689147071207', '17732862166/689147071207', '17735489379/689147071207', '17737916662/689147071207', '17740146562/689147071207']
['8803101370/344575743919', '8804042391/344575743919', '8805073285/344575743919', '8806196437/344575743919', '8807413507/344575743919', '8808724740/344575743919', '8810129551/344575743919', '8811625954/344575743919', '8813211274/344575743919', '8814881546/344575743919', '8816632323/344575743919', '8818458071/344575743919', '8820352936/344575743919', '802028196/31325067629', '8824322841/344575743919', '8826383309/344575743919', '8828483902/344575743919', '8830616321/344575743919', '8832772414/344575743919', '8834943429/344575743919', '519830647/20269161407', '8839296156/344575743919', '8841460449/344575743919', '8843604997/344575743919', '8845721426/344575743919', '8847801152/344575743919', '804530561/31325067629', '8851818399/344575743919', '804885499/31325067629', '8855595176/344575743919', '8857376069/344575743919', '805370644/31325067629', '8860693218/344575743919', '8862219976/344575743919', '8863654188/344575743919', '8864993448/344575743919', '8866236837/344575743919', '8867384369/344575743919', '8868437559/344575743919']
['11739554821/459437009827', '11740741889/459437009827', '35226130415/1378311029481', '35230388881/1378311029481', '35235007331/1378311029481', '11746662579/459437009827', '11748442577/459437009827', '35251020641/1378311029481', '35257055875/1378311029481', '11754473041/459437009827', '35270092793/1378311029481', '35277056375/1378311029481', '35284286771/1378311029481', '11763919539/459437009827', '35299444663/1378311029481', '11769105325/459437009827', '35315342221/1378311029481', '35323491977/1378311029481', '35331733021/1378311029481', '11780010705/459437009827', '11782785373/459437009827', '11785557009/459437009827', '11788314451/459437009827', '35373139385/1378311029481', '35381226031/1378311029481', '35389170743/1378311029481', '11798980627/459437009827', '35404508951/1378311029481', '11803947639/459437009827', '35418916493/1378311029481', '35425704523/1378311029481', '35432184359/1378311029481', '35438336315/1378311029481', '35444144041/1378311029481', '35449595071/1378311029481', '35454681163/1378311029481', '35459398705/1378311029481', '35463748795/1378311029481', '35467737217/1378311029481']
['17612461723/689159541643', '17614140885/689159541643', '17615983845/689159541643', '17617996007/689159541643', '17620180317/689159541643', '17622538257/689159541643', '17625068629/689159541643', '17627768733/689159541643', '17630633327/689159541643', '17633656031/689159541643', '17636828147/689159541643', '17640140233/689159541643', '17643580899/689159541643', '17647138305/689159541643', '17650798981/689159541643', '17654549357/689159541643', '17658374417/689159541643', '17662259335/689159541643', '17666188193/689159541643', '17670145257/689159541643', '17674114121/689159541643', '17678078715/689159541643', '17682022455/689159541643', '17685929391/689159541643', '17689783179/689159541643', '17693568439/689159541643', '17697269539/689159541643', '17700872153/689159541643', '17704361939/689159541643', '17707726141/689159541643', '17710952385/689159541643', '17714030191/689159541643', '17716949879/689159541643', '17719704089/689159541643', '17722286695/689159541643', '17724694267/689159541643', '17726925031/689159541643', '17728980057/689159541643', '17730862099/689159541643']
['35230662871/1378326417317', '35233837539/1378326417317', '35237325491/1378326417317', '35241137007/1378326417317', '35245278713/1378326417317', '35249753327/1378326417317', '35254559509/1378326417317', '35259691887/1378326417317', '35265141265/1378326417317', '35270895031/1378326417317', '35276937291/1378326417317', '35283249373/1378326417317', '35289810077/1378326417317', '35296596025/1378326417317', '35303581905/1378326417317', '35310740883/1378326417317', '35318044639/1378326417317', '35325463811/1378326417317', '35332968283/1378326417317', '35340526939/1378326417317', '35348108659/1378326417317', '35355681663/1378326417317', '35363214521/1378326417317', '35370675667/1378326417317', '35378034149/1378326417317', '35385259579/1378326417317', '35392322411/1378326417317', '35399194349/1378326417317', '35405848427/1378326417317', '35412259479/1378326417317', '35418404405/1378326417317', '35424262587/1378326417317', '35429816213/1378326417317', '35435050817/1378326417317', '35439955551/1378326417317', '35444523655/1378326417317', '35448752705/1378326417317', '35452644705/1378326417317', '35456205909/1378326417317']
['8809100574/344583437837', '8809848327/344583437837', '8810670823/344583437837', '8811570500/344583437837', '8812549198/344583437837', '8813607535/344583437837', '8814745440/344583437837', '8815961577/344583437837', '8817253969/344583437837', '8818619500/344583437837', '8820054572/344583437837', '8821554570/344583437837', '8823114589/344583437837', '8824728860/344583437837', '144694942/5648908817', '8828095763/344583437837', '8829835111/344583437837', '8831602238/344583437837', '8833390045/344583437837', '8835190841/344583437837', '8836997269/344583437837', '8838801474/344583437837', '8840596033/344583437837', '8842373138/344583437837', '8844125485/344583437837', '8845845570/344583437837', '8847526436/344583437837', '8849161098/344583437837', '8850743244/344583437837', '8852266669/344583437837', '8853726010/344583437837', '8855116198/344583437837', '8856433167/344583437837', '8857673364/344583437837', '8858834428/344583437837', '8859914694/344583437837', '8860913837/344583437837', '8861832324/344583437837', '8862671905/344583437837']
['5873609733/229723403695', '17622241928/689170211085', '5874599091/229723403695', '3525100064/137834042217', '17627354554/689170211085', '17629361627/689170211085', '1175434754/45944680739', '1175588766/45944680739', '17636288249/689170211085', '17638885991/689170211085', '3528323522/137834042217', '17644474609/689170211085', '5882482427/229723403695', '17650524856/689170211085', '3530739128/137834042217', '17656947148/689170211085', '17660266231/689170211085', '5887879723/229723403695', '5889017301/229723403695', '17670489886/689170211085', '3534787712/137834042217', '17677383041/689170211085', '17680808639/689170211085', '17684200583/689170211085', '17687544419/689170211085', '5896941989/229723403695', '17694031493/689170211085', '17697147829/689170211085', '17700162526/689170211085', '1180204265/45944680739', '17705841596/689170211085', '17708486014/689170211085', '17710989236/689170211085', '17713344836/689170211085', '3543109634/137834042217', '5905865501/229723403695', '17719489148/689170211085', '17721227471/689170211085', '1181520987/45944680739']
['8811728625/344586773248', '8812393601/344586773248', '4406563225/172293386624', '2203482455/86146693312', '2203701339/86146693312', '2203938523/86146693312', '4408387935/172293386624', '8817869913/344586773248', '1102379285/43073346656', '8820266491/344586773248', '4410781519/172293386624', '8822920039/344586773248', '2206083173/86146693312', '2206448999/86146693312', '4413652089/172293386624', '8828851385/344586773248', '551901945/21536673328', '8832036931/344586773248', '4416830929/172293386624', '8835299045/344586773248', '8836941291/344586773248', '8838581567/344586773248', '4420106303/172293386624', '8841827445/344586773248', '4421709467/172293386624', '8844980397/344586773248', '8846505057/344586773248', '8847986731/344586773248', '4424709641/172293386624', '4425398653/172293386624', '4426057793/172293386624', '1106671227/43073346656', '8854556069/344586773248', '553479467/21536673328', '4428356871/172293386624', '8857681809/344586773248', '8858575311/344586773248', '8859395147/344586773248', '2215035725/86146693312']
['11750573853/459451050961', '5036318867/196907593269', '35257001777/1378353152883', '35260040747/1378353152883', '35263356095/1378353152883', '35266951663/1378353152883', '11756942577/459451050961', '11758327031/459451050961', '35279405113/1378353152883', '35284089979/1378353152883', '11763007645/459451050961', '5042026945/196907593269', '35299569265/1378353152883', '11768381691/459451050961', '11770298143/459451050961', '35316794215/1378353152883', '11774273317/459451050961', '35328946097/1378353152883', '35335146407/1378353152883', '11780464579/459451050961', '35347660829/1378353152883', '11784639977/459451050961', '11786714503/459451050961', '35366304025/1378353152883', '11790791499/459451050961', '5054046929/196907593269', '11794713501/459451050961', '5055683729/196907593269', '1685487727/65635864423', '11800162555/459451050961', '35405502941/1378353152883', '11803423699/459451050961', '11804925931/459451050961', '5059858819/196907593269', '11807654987/459451050961', '11808877737/459451050961', '11810005331/459451050961', '35433116657/1378353152883', '1687425815/65635864423']
['17628264309/689179606387', '17629444867/689179606387', '17630748877/689179606387', '17632181107/689179606387', '17633745383/689179606387', '17635443479/689179606387', '17637275991/689179606387', '17639241267/689179606387', '17641336553/689179606387', '17643556997/689179606387', '17645896859/689179606387', '17648348537/689179606387', '17650903881/689179606387', '198354529/7743591083', '17656286073/689179606387', '17659091445/689179606387', '17661957711/689179606387', '17664872235/689179606387', '17667822691/689179606387', '17670795647/689179606387', '17673778247/689179606387', '17676756797/689179606387', '17679718297/689179606387', '17682649135/689179606387', '17685536629/689179606387', '17688367709/689179606387', '17691130389/689179606387', '17693812641/689179606387', '17696403703/689179606387', '17698893053/689179606387', '17701271769/689179606387', '17703531465/689179606387', '17705665655/689179606387', '17707668789/689179606387', '17709537477/689179606387', '17711269593/689179606387', '17712865371/689179606387', '17714326363/689179606387', '17715656315/689179606387']
['35260919119/1378364711161', '35263146045/1378364711161', '35265608085/1378364711161', '35268315105/1378364711161', '35271274333/1378364711161', '35274489957/1378364711161', '35277962967/1378364711161', '35281691013/1378364711161', '35285668547/1378364711161', '35289887005/1378364711161', '35294335025/1378364711161', '35298998671/1378364711161', '35303861811/1378364711161', '35308906225/1378364711161', '35314111989/1378364711161', '35319457705/1378364711161', '35324920677/1378364711161', '35330477091/1378364711161', '35336102551/1378364711161', '35341771737/1378364711161', '35347459153/1378364711161', '35353138967/1378364711161', '35358785453/1378364711161', '35364372899/1378364711161', '35369876225/1378364711161', '35375270807/1378364711161', '35380532959/1378364711161', '35385640093/1378364711161', '35390570973/1378364711161', '35395305981/1378364711161', '35399827513/1378364711161', '35404120153/1378364711161', '35408171103/1378364711161', '35411970467/1378364711161', '35415511537/1378364711161', '35418791045/1378364711161', '35421809323/1378364711161', '35424570171/1378364711161', '35427080681/1378364711161']
['8816327405/344592552387', '8816850589/344592552387', '8817429604/344592552387', '8818066999/344592552387', '8818764475/344592552387', '8819523239/344592552387', '2940114496/114864184129', '2940408291/114864184129', '2940721999/114864184129', '8823165004/344592552387', '2941406361/114864184129', '8825325067/344592552387', '2942159655/114864184129', '8827676572/344592552387', '2942970986/114864184129', '8830183130/344592552387', '2943827161/114864184129', '2944267476/114864184129', '2944713310/114864184129', '8835488045/344592552387', '8836840453/344592552387', '2946063695/114864184129', '8839533578/344592552387', '8840861882/344592552387', '8842169798/344592552387', '2947817183/114864184129', '8844701285/344592552387', '8845913726/344592552387', '8847083635/344592552387', '8848206464/344592552387', '8849277872/344592552387', '8850294344/344592552387', '8851252724/344592552387', '8852150839/344592552387', '8852987030/344592552387', '8853760726/344592552387', '8854471976/344592552387', '8855121904/344592552387', '2951904061/114864184129']
['503847346/19691074171', '3527128623/137837519197', '3527347112/137837519197', '17637939246/689187595985', '17639257793/689187595985', '3528138692/137837519197', '3528449398/137837519197', '17643917624/689187595985', '17645703062/689187595985', '17647599587/689187595985', '17649602149/689187595985', '17651704484/689187595985', '2521985603/98455370855', '3531235609/137837519197', '17658531771/689187595985', '17660950507/689187595985', '17663423739/689187595985', '17665940422/689187595985', '17668489172/689187595985', '570034137/22231857935', '17673635716/689187595985', '17676209578/689187595985', '17678767817/689187595985', '17681298487/689187595985', '3536757978/137837519197', '3537246123/137837519197', '17688609677/689187595985', '505454761/19691074171', '17693141706/689187595985', '17695275924/689187595985', '570881008/22231857935', '2528462964/98455370855', '17701058716/689187595985', '17702760844/689187595985', '3540868866/137837519197', '2529401144/98455370855', '17707152349/689187595985', '505953699/19691074171', '17709492928/689187595985']
['8818329705/344595043598', '4409396263/172297521799', '4409652978/172297521799', '8819872247/344595043598', '339249743/13253655523', '8821170221/344595043598', '4410951751/172297521799', '8822692751/344595043598', '8823537065/344595043598', '8824434583/344595043598', '4412691533/172297521799', '8826379417/344595043598', '4413710128/172297521799', '8828501473/344595043598', '8829618813/344595043598', '8830767377/344595043598', '4415971128/172297521799', '4416568997/172297521799', '4417174621/172297521799', '4417785101/172297521799', '8836795263/344595043598', '8838018493/344595043598', '8839234239/344595043598', '680033585/26507311046', '4420810046/172297521799', '4421389533/172297521799', '4421954196/172297521799', '8845002909/344595043598', '8846058071/344595043598', '4423534730/172297521799', '340308976/13253655523', '4424473202/172297521799', '4424902996/172297521799', '8850610005/344595043598', '4425678650/172297521799', '340463357/13253655523', '8852680373/344595043598', '8853257561/344595043598', '8853780745/344595043598']
['35276966471/1378384683819', '35278709705/1378384683819', '35280645347/1378384683819', '35282782669/1378384683819', '35285128867/1378384683819', '35287688659/1378384683819', '35290464019/1378384683819', '35293454057/1378384683819', '35296655093/1378384683819', '35300060687/1378384683819', '11767887303/459461561273', '11769149163/459461561273', '11770468023/459461561273', '2716578185/106029591063', '35319767647/1378384683819', '35324139517/1378384683819', '11776204191/459461561273', '11777722103/459461561273', '11779259861/459461561273', '11780810185/459461561273', '11782365667/459461561273', '3213796055/125307698529', '3214216997/125307698529', '35360965879/1378384683819', '35365471627/1378384683819', '35369883001/1378384683819', '11791393235/459461561273', '35378342447/1378384683819', '907239827/35343197021', '35386195711/1378384683819', '2722296557/106029591063', '35393319337/1378384683819', '35396577913/1378384683819', '1072715863/41769232843', '35402451449/1378384683819', '35405060257/1378384683819', '35407451429/1378384683819', '11803209813/459461561273', '35411601449/1378384683819']
['1356946697/53014968971', '17641124653/689194596623', '1357079495/53014968971', '17643038175/689194596623', '17644142231/689194596623', '17645348217/689194596623', '1357435155/53014968971', '1357543735/53014968971', '17649580963/689194596623', '17651191521/689194596623', '17652895777/689194596623', '17654688655/689194596623', '17656563557/689194596623', '17658513459/689194596623', '17660530021/689194596623', '17662604763/689194596623', '17664728061/689194596623', '17666890321/689194596623', '17669081099/689194596623', '17671290151/689194596623', '17673506475/689194596623', '17675719619/689194596623', '17677918489/689194596623', '17680092669/689194596623', '17682231443/689194596623', '17684324869/689194596623', '17686362921/689194596623', '17688336629/689194596623', '17690237111/689194596623', '17692056791/689194596623', '1361060653/53014968971', '17695426529/689194596623', '17696965929/689194596623', '17698403469/689194596623', '17699736849/689194596623', '17700965693/689194596623', '17702090683/689194596623', '17703114317/689194596623', '17704039959/689194596623']
['17641966007/689196634562', '8821367580/344598317281', '17643591083/689196634562', '8822269130/344598317281', '17645580225/689196634562', '17646719401/689196634562', '17647956967/689196634562', '8824646387/344598317281', '17650725351/689196634562', '17652251963/689196634562', '17653868661/689196634562', '17655570395/689196634562', '17657351119/689196634562', '8829601943/344598317281', '8830560471/344598317281', '8831546946/344598317281', '17665113745/689196634562', '17667171001/689196634562', '8834627924/344598317281', '8835679084/344598317281', '17673467595/689196634562', '8837786898/344598317281', '8838833165/344598317281', '17679734897/689196634562', '17681769425/689196634562', '17683760095/689196634562', '17685697511/689196634562', '8843786405/344598317281', '17689377731/689196634562', '17691104787/689196634562', '17692747373/689196634562', '17694299885/689196634562', '8847878928/344598317281', '17697118081/689196634562', '17698378697/689196634562', '8849769634/344598317281', '8850300393/344598317281', '17701565587/689196634562', '8851218602/344598317281']
['198242977/7743805309', '17644345667/689198672501', '17645148731/689198672501', '17646038345/689198672501', '17647018219/689198672501', '17648090585/689198672501', '17649256919/689198672501', '17650516993/689198672501', '17651869739/689198672501', '17653312405/689198672501', '17654841545/689198672501', '17656452135/689198672501', '17658138681/689198672501', '17659894313/689198672501', '17661711863/689198672501', '17663583021/689198672501', '17665499429/689198672501', '17667451681/689198672501', '17669430597/689198672501', '17671426185/689198672501', '17673428715/689198672501', '17675427973/689198672501', '17677414171/689198672501', '17679377125/689198672501', '17681307407/689198672501', '17683195321/689198672501', '17685032101/689198672501', '17686808991/689198672501', '17688518351/689198672501', '17690152783/689198672501', '17691706257/689198672501', '17693173241/689198672501', '17694549783/689198672501', '17695832693/689198672501', '17697020545/689198672501', '17698112843/689198672501', '17699110889/689198672501', '17700016857/689198672501', '17700834449/689198672501']
['35290263687/1378401024485', '35291618711/1378401024485', '35293130001/1378401024485', '35294806099/1378401024485', '35296653957/1378401024485', '35298678479/1378401024485', '35300882309/1378401024485', '35303265649/1378401024485', '35305826263/1378401024485', '35308559467/1378401024485', '35311458377/1378401024485', '35314513947/1378401024485', '35317715243/1378401024485', '35321049619/1378401024485', '415582387/16216482641', '7065611915/275680204897', '35331703119/1378401024485', '35335415939/1378401024485', '35339179829/1378401024485', '35342976053/1378401024485', '35346785363/1378401024485', '35350588551/1378401024485', '7070873251/275680204897', '35358099371/1378401024485', '35361769219/1378401024485', '35365357643/1378401024485', '35368847329/1378401024485', '35372221923/1378401024485', '7075093267/275680204897', '35378566909/1378401024485', '35381511703/1378401024485', '35384290689/1378401024485', '35386896033/1378401024485', '7077864445/275680204897', '35391566363/1378401024485', '35393628149/1378401024485', '35395509927/1378401024485', '35397216487/1378401024485', '35398754793/1378401024485']
['8823319367/344601175992', '1470606087/57433529332', '8823990635/344601175992', '8824383877/344601175992', '8824817869/344601175992', '2941764649/114867058664', '2941937565/114867058664', '367765597/14358382333', '4413489131/172300587996', '2942541177/114867058664', '367846184/14358382333', '1471505151/57433529332', '8829788281/344601175992', '8830577653/344601175992', '2207848879/86150293998', '8832238277/344601175992', '8833101845/344601175992', '8833982129/344601175992', '1104359327/43075146999', '4417887467/172300587996', '2209169581/86150293998', '8837580289/344601175992', '4419238021/172300587996', '8839361123/344601175992', '4420115453/172300587996', '8841081161/344601175992', '1473651269/57433529332', '1473784411/57433529332', '368478083/14358382333', '2948069021/114867058664', '8844902723/344601175992', '2211389681/86150293998', '2948724375/114867058664', '1474457461/57433529332', '8847272909/344601175992', '2949252551/114867058664', '8848199519/344601175992', '8848599815/344601175992', '2212240043/86150293998']
['17648005559/689204010522', '2941433544/114867335087', '17649267179/689204010522', '8825003693/344602005261', '5883608413/229734670174', '8825861609/344602005261', '5884234249/229734670174', '8826882071/344602005261', '17654906575/689204010522', '2942688016/114867335087', '5885808559/229734670174', '17658795311/689204010522', '8830116028/344602005261', '17661730171/689204010522', '5887761057/229734670174', '2944147325/114867335087', '17666524871/689204010522', '8834098918/344602005261', '8834947201/344602005261', '8835802955/344602005261', '5891107807/229734670174', '17675038055/689204010522', '17676740809/689204010522', '17678422865/689204010522', '8840037781/344602005261', '2946948421/114867335087', '8841629888/344602005261', '5894925271/229734670174', '2947705287/114867335087', '17687621315/689204010522', '8844469597/344602005261', '2948363483/114867335087', '8845671493/344602005261', '8846211572/344602005261', '17693420249/689204010522', '17694334415/689204010522', '2949194491/114867335087', '17695920277/689204010522', '17696597789/689204010522']
['1470781032/57433805755', '1470827457/57433805755', '1470879424/57433805755', '2941874503/114867611510', '882600737/34460283453', '8826429271/344602834530', '1471148342/57433805755', '4413694907/172301417265', '2942642771/114867611510', '588566971/22973522302', '2943039087/114867611510', '1765952881/68920566906', '1766088755/68920566906', '1471858753/57433805755', '1766377531/68920566906', '8832645673/344602834530', '1472237171/57433805755', '2944738569/114867611510', '4417509893/172301417265', '1472638496/57433805755', '8836645097/344602834530', '4418728883/172301417265', '8838264767/344602834530', '1473176957/57433805755', '4419922328/172301417265', '1768121873/68920566906', '4420676081/172301417265', '2947356449/114867611510', '294758591/11486761151', '4421707126/172301417265', '2948012157/114867611510', '4422311087/172301417265', '8845169861/344602834530', '4422839189/172301417265', '294871578/11486761151', '4423288381/172301417265', '8846967427/344602834530', '4423660231/172301417265', '2949212539/114867611510']
['8825305205/344603581182', '490309256/19144643399', '980651055/38289286798', '1961374623/76578573596', '630467654/24614541513', '8826944773/344603581182', '8827379419/344603581182', '4413925667/172301790591', '5885573489/229735720788', '17657810623/689207162364', '4414742627/172301790591', '8830098275/344603581182', '5887161443/229735720788', '1471902385/57433930197', '17664223511/689207162364', '17665662485/689207162364', '490753848/19144643399', '1262046011/49229083026', '5890057193/229735720788', '1963523643/76578573596', '4418314876/172301790591', '17674803511/689207162364', '2525190925/98458166052', '17677850231/689207162364', '4419834199/172301790591', '17680788431/689207162364', '2947032967/114867860394', '17683558031/689207162364', '1263204487/49229083026', '491280737/19144643399', '280750545/10939796228', '17688392251/689207162364', '2948237881/114867860394', '8845193753/344603581182', '4422818023/172301790591', '8846040677/344603581182', '8846408363/344603581182', '5897826875/229735720788', '1263862595/49229083026']
