['0', '1085016/512953625', '2170256/512953625', '3255922/512953625', '4342238/512953625', '5429433/512953625', '6517712/512953625', '7607306/512953625', '8698451/512953625', '9791361/512953625', '10886281/512953625', '11983449/512953625', '13083127/512953625', '14185524/512953625', '15290952/512953625', '3279928/102590725', '17511881/512953625', '18627966/512953625', '19748181/512953625', '20872841/512953625', '4400457/102590725', '23136833/512953625', '24276854/512953625', '25422739/512953625', '5314974/102590725', '27733684/512953625', '1155986/20518145', '30073242/512953625', '31255003/512953625', '32445518/512953625', '6729082/102590725']
['73558677/2398816159', '73745309/2398816159', '73945207/2398816159', '74157727/2398816159', '74381875/2398816159', '74616805/2398816159', '74861417/2398816159', '75114853/2398816159', '75376043/2398816159', '75644163/2398816159', '75918193/2398816159', '76197361/2398816159', '76480695/2398816159', '1301143/40657901', '1306045/40657901', '77347661/2398816159', '77639435/2398816159', '77931365/2398816159', '78222429/2398816159', '78511921/2398816159', '78798869/2398816159', '79082477/2398816159', '79361725/2398816159', '79635777/2398816159', '79903515/2398816159', '80164021/2398816159', '80416103/2398816159', '80658741/2398816159', '80890675/2398816159', '81110871/2398816159', '81318157/2398816159']
['147469651/4798171885', '147823807/4798171885', '148203799/4798171885', '148608261/4798171885', '149035509/4798171885', '149483721/4798171885', '29990199/959634377', '150435463/4798171885', '150935243/4798171885', '151448527/4798171885', '151973533/4798171885', '152508521/4798171885', '153051807/4798171885', '153601691/4798171885', '154156523/4798171885', '154714767/4798171885', '155274603/4798171885', '155834617/4798171885', '156392999/4798171885', '156948159/4798171885', '157498371/4798171885', '158041873/4798171885', '12198221/369090145', '12238577/369090145', '31922759/959634377', '160111751/4798171885', '160593243/4798171885', '32211221/959634377', '161498109/4798171885', '32383415/959634377', '12485461/369090145']
['36955487/1199677863', '37039249/1199677863', '12376432/399892621', '37225267/1199677863', '37326817/1199677863', '37433458/1199677863', '37544789/1199677863', '12553435/399892621', '12593200/399892621', '37902182/1199677863', '12675890/399892621', '38155580/1199677863', '12761852/399892621', '12805709/399892621', '12849978/399892621', '38683553/1199677863', '38817584/1199677863', '38951626/1199677863', '39085285/1199677863', '39218119/1199677863', '39349751/1199677863', '39479698/1199677863', '39607574/1199677863', '39732862/1199677863', '39855140/1199677863', '39973865/1199677863', '40088570/1199677863', '40198682/1199677863', '40303717/1199677863', '40403102/1199677863', '13498806/399892621']
['74075052/2399603273', '74233845/2399603273', '74404771/2399603273', '74587252/2399603273', '74780549/2399603273', '74983830/2399603273', '75196229/2399603273', '75416863/2399603273', '75644855/2399603273', '75879341/2399603273', '76119474/2399603273', '76364413/2399603273', '76613356/2399603273', '76865479/2399603273', '77119971/2399603273', '77376108/2399603273', '77632990/2399603273', '77889937/2399603273', '78146065/2399603273', '78400607/2399603273', '78652722/2399603273', '78901562/2399603273', '79146262/2399603273', '79385917/2399603273', '79619602/2399603273', '79846349/2399603273', '80065163/2399603273', '80275028/2399603273', '80474919/2399603273', '80663842/2399603273', '80840920/2399603273']
['7423913/239985082', '18597298/599962705', '7455095/239985082', '7472397/239985082', '18726866/599962705', '18775186/599962705', '3765144/119992541', '18878279/599962705', '7573051/239985082', '37977159/1199925410', '19045902/599962705', '38208833/1199925410', '3832780/119992541', '19224176/599962705', '38570037/1199925410', '336457/10434134', '19407703/599962705', '38938311/1199925410', '3906078/119992541', '19591244/599962705', '39302971/1199925410', '19710932/599962705', '19769344/599962705', '7930611/239985082', '19882231/599962705', '19936242/599962705', '39976593/1199925410', '20038173/599962705', '37969/1134145', '4026074/119992541', '20172251/599962705']
['148783237/4800154951', '149067289/4800154951', '149374051/4800154951', '149702561/4800154951', '150051529/4800154951', '150419467/4800154951', '150804779/4800154951', '151205821/4800154951', '151620967/4800154951', '152048565/4800154951', '152487003/4800154951', '152934685/4800154951', '153390057/4800154951', '153851551/4800154951', '154317575/4800154951', '154786753/4800154951', '155257325/4800154951', '155727991/4800154951', '156197015/4800154951', '156662931/4800154951', '157124111/4800154951', '157578917/4800154951', '158025681/4800154951', '158462683/4800154951', '158888151/4800154951', '159300243/4800154951', '159697105/4800154951', '160076833/4800154951', '160437547/4800154951', '160777471/4800154951', '161095057/4800154951']
['74544107/2400304131', '24892699/800101377', '74823101/2400304131', '74978591/2400304131', '75144065/2400304131', '8368747/266700459', '75501899/2400304131', '75692705/2400304131', '8432273/266700459', '25364749/800101377', '8478155/266700459', '8501891/266700459', '76734457/2400304131', '76954847/2400304131', '77177501/2400304131', '77401643/2400304131', '77626513/2400304131', '77851369/2400304131', '78075455/2400304131', '78297955/2400304131', '8724241/266700459', '26245063/800101377', '78948305/2400304131', '79156573/2400304131', '79359227/2400304131', '8839475/266700459', '79743919/2400304131', '79924141/2400304131', '26698381/800101377', '26751997/800101377', '80406053/2400304131']
['149370979/4801022593', '149624367/4801022593', '149898933/4801022593', '150193889/4801022593', '150508137/4801022593', '150840331/4801022593', '151189033/4801022593', '151552717/4801022593', '151929863/4801022593', '152318913/4801022593', '152718351/4801022593', '153126637/4801022593', '153542291/4801022593', '153963827/4801022593', '154389683/4801022593', '154818543/4801022593', '155248725/4801022593', '155678945/4801022593', '156107545/4801022593', '156533115/4801022593', '156954071/4801022593', '157368845/4801022593', '157775855/4801022593', '158173435/4801022593', '158559913/4801022593', '158933553/4801022593', '159292617/4801022593', '159635337/4801022593', '159960013/4801022593', '160265039/4801022593', '160549091/4801022593']
['37413436/1200359231', '37473135/1200359231', '37537916/1200359231', '37607649/1200359231', '37682036/1200359231', '37760804/1200359231', '37843567/1200359231', '37930006/1200359231', '38019703/1200359231', '38112333/1200359231', '38207478/1200359231', '38304809/1200359231', '38403917/1200359231', '38504490/1200359231', '38606091/1200359231', '38708450/1200359231', '38811106/1200359231', '38913788/1200359231', '39016045/1200359231', '39117580/1200359231', '39217951/1200359231', '39316828/1200359231', '39413775/1200359231', '39508431/1200359231', '39600343/1200359231', '39689139/1200359231', '39774349/1200359231', '39855598/1200359231', '39932435/1200359231', '40004524/1200359231', '40071519/1200359231']
['29983065/960362959', '150140753/4801814795', '150385853/4801814795', '150650017/4801814795', '150932293/4801814795', '30246301/960362959', '151546343/4801814795', '151875413/4801814795', '152217281/4801814795', '152570511/4801814795', '152933651/4801814795', '153305249/4801814795', '153683881/4801814795', '154068147/4801814795', '154456523/4801814795', '154847757/4801814795', '155240239/4801814795', '155632709/4801814795', '156023593/4801814795', '156411531/4801814795', '31358997/960362959', '157172483/4801814795', '157542489/4801814795', '157903431/4801814795', '158253717/4801814795', '158591727/4801814795', '158915829/4801814795', '159224413/4801814795', '159515913/4801814795', '159788923/4801814795', '160042311/4801814795']
['75088453/2401096333', '75194483/2401096333', '75310021/2401096333', '75434719/2401096333', '75568221/2401096333', '75709897/2401096333', '75859209/2401096333', '76015401/2401096333', '76177875/2401096333', '76345845/2401096333', '76518695/2401096333', '76695631/2401096333', '76876047/2401096333', '77059167/2401096333', '77244341/2401096333', '77430857/2401096333', '77618027/2401096333', '77805133/2401096333', '77991503/2401096333', '78176371/2401096333', '78359083/2401096333', '78538827/2401096333', '78714939/2401096333', '78886569/2401096333', '79053031/2401096333', '79213449/2401096333', '79367131/2401096333', '79513217/2401096333', '79651043/2401096333', '79779875/2401096333', '79899273/2401096333']
['25069717/800422778', '12551525/400211389', '12569710/400211389', '12589374/400211389', '12610451/400211389', '37898566/1200634167', '37969465/1200634167', '38043731/1200634167', '25414023/800422778', '76402073/2401268334', '38283397/1200634167', '38367773/1200634167', '25635883/800422778', '25694145/800422778', '25753061/800422778', '77437273/2401268334', '77615963/2401268334', '12965770/400211389', '38986253/1200634167', '26049653/800422778', '26107751/800422778', '39247339/1200634167', '78662503/2401268334', '39412993/1200634167', '26328125/800422778', '79136909/2401268334', '26427613/800422778', '79421419/2401268334', '26517315/800422778', '39836902/1200634167', '13297753/400211389']
['10761407/343062905', '10774831/343062905', '75526499/2401440335', '75637769/2401440335', '75757191/2401440335', '75884367/2401440335', '76018651/2401440335', '76159523/2401440335', '76306263/2401440335', '76458301/2401440335', '76614893/2401440335', '10967923/343062905', '76939251/2401440335', '77105703/2401440335', '15454805/480288067', '77443689/2401440335', '77613899/2401440335', '77784107/2401440335', '77953509/2401440335', '11160221/343062905', '78287423/2401440335', '78450529/2401440335', '78610067/2401440335', '78765403/2401440335', '78915719/2401440335', '79060369/2401440335', '79198547/2401440335', '11332803/343062905', '79452847/2401440335', '11366819/343062905', '79673763/2401440335']
['75440977/2401596565', '75529453/2401596565', '15125266/480319313', '75731443/2401596565', '75844468/2401596565', '75964956/2401596565', '76092376/2401596565', '15245231/480319313', '76365676/2401596565', '76510314/2401596565', '15331886/480319313', '76812376/2401596565', '76968504/2401596565', '77127187/2401596565', '77287732/2401596565', '15489907/480319313', '77611919/2401596565', '15554848/480319313', '15587163/480319313', '78096009/2401596565', '78254122/2401596565', '78409484/2401596565', '78561399/2401596565', '15741833/480319313', '15770415/480319313', '78989428/2401596565', '15824104/480319313', '79244677/2401596565', '79361271/2401596565', '15893953/480319313', '79569764/2401596565']
['5036807/160116853', '75635089/2401752795', '75726161/2401752795', '25275039/800584265', '15186349/480350559', '5069703/160116853', '76166101/2401752795', '25430929/800584265', '5878853/184750215', '76562327/2401752795', '25567989/800584265', '76849291/2401752795', '25665919/800584265', '77148671/2401752795', '77301439/2401752795', '77455381/2401752795', '77609939/2401752795', '77764373/2401752795', '25972707/800584265', '78070471/2401752795', '26073607/800584265', '26122813/800584265', '78512731/2401752795', '78652927/2401752795', '78788431/2401752795', '78918487/2401752795', '79042493/2401752795', '79159733/2401752795', '15853939/480350559', '79371797/2401752795', '15893153/480350559']
['25218059/800631482', '75732233/2401894446', '25272671/800631482', '37955704/1200947223', '25337387/800631482', '1553467/49018254', '38117054/1200947223', '10907759/343127778', '25493311/800631482', '76610389/2401894446', '25581695/800631482', '5491672/171563889', '12837458/400315741', '12861418/400315741', '12885673/400315741', '38730371/1200947223', '25869335/800631482', '38877589/1200947223', '38950820/1200947223', '26015589/800631482', '78189899/2401894446', '78330401/2401894446', '3736553/114375926', '181108/5534319', '423277/12913411', '39426454/1200947223', '26323461/800631482', '79081337/2401894446', '39592606/1200947223', '26427181/800631482', '26456673/800631482']
['25252083/800678699', '537797/17035717', '75909865/2402036097', '75997699/2402036097', '1618991/51107151', '4482013/141296241', '76302115/2402036097', '76415839/2402036097', '76534777/2402036097', '25552817/800678699', '544583/17035717', '25639175/800678699', '25683913/800678699', '77188345/2402036097', '77326637/2402036097', '77466103/2402036097', '97129/3006303', '77745983/2402036097', '77885159/2402036097', '78023063/2402036097', '78158977/2402036097', '78292363/2402036097', '78422495/2402036097', '26182939/800678699', '78670613/2402036097', '26262443/800678699', '78898273/2402036097', '79002941/2402036097', '79100729/2402036097', '79191289/2402036097', '79274273/2402036097']
['151699555/4804328447', '151836883/4804328447', '151988363/4804328447', '152153881/4804328447', '152333025/4804328447', '152525157/4804328447', '152729439/4804328447', '152944939/4804328447', '153170623/4804328447', '153405421/4804328447', '153648217/4804328447', '153897879/4804328447', '154153233/4804328447', '154413163/4804328447', '154676455/4804328447', '154941933/4804328447', '155208469/4804328447', '155474801/4804328447', '155739767/4804328447', '156002165/4804328447', '156260753/4804328447', '156514327/4804328447', '156761633/4804328447', '157001447/4804328447', '5072017/154978337', '157453669/4804328447', '157663691/4804328447', '157861491/4804328447', '158046075/4804328447', '158216677/4804328447', '158372789/4804328447']
['37971653/1201146175', '38003753/1201146175', '38039249/1201146175', '38078091/1201146175', '38120224/1201146175', '38165468/1201146175', '38213662/1201146175', '1530582/48045847', '38317923/1201146175', '7674697/240229235', '38431007/1201146175', '38490177/1201146175', '38550747/1201146175', '38612409/1201146175', '38674909/1201146175', '7747583/240229235', '38801199/1201146175', '38864409/1201146175', '38927304/1201146175', '38989551/1201146175', '39050888/1201146175', '39110982/1201146175', '39169569/1201146175', '7845263/240229235', '39280957/1201146175', '7866634/240229235', '39382709/1201146175', '1577171/48045847', '39472673/1201146175', '39512694/1201146175', '39549258/1201146175']
['152057595/4804816067', '152178045/4804816067', '152311411/4804816067', '152457665/4804816067', '152616509/4804816067', '152787399/4804816067', '152969613/4804816067', '153162313/4804816067', '153364565/4804816067', '153575371/4804816067', '153793713/4804816067', '154018519/4804816067', '154248693/4804816067', '154483181/4804816067', '154720849/4804816067', '154960545/4804816067', '155201253/4804816067', '155441723/4804816067', '155680893/4804816067', '155917601/4804816067', '156150683/4804816067', '156378993/4804816067', '156601367/4804816067', '156816645/4804816067', '157023687/4804816067', '157221377/4804816067', '157408639/4804816067', '157584479/4804816067', '157748047/4804816067', '157898683/4804816067', '158036011/4804816067']
['76114289/2402523717', '76170539/2402523717', '25410971/800841239', '76301483/2402523717', '25458687/800841239', '76456463/2402523717', '76542289/2402523717', '76633213/2402523717', '76728719/2402523717', '25609467/800841239', '76931699/2402523717', '77038165/2402523717', '25715733/800841239', '77258363/2402523717', '77371031/2402523717', '7044065/218411247', '25866285/800841239', '77712905/2402523717', '25942095/800841239', '77938499/2402523717', '78048907/2402523717', '26052343/800841239', '78262229/2402523717', '78364015/2402523717', '78461773/2402523717', '7141367/218411247', '26214407/800841239', '78725929/2402523717', '26267567/800841239', '78873295/2402523717', '78937495/2402523717']
['152384495/4805255823', '152489825/4805255823', '152606897/4805255823', '152735765/4805255823', '50958739/1601751941', '51009271/1601751941', '51063309/1601751941', '153361811/4805255823', '51180875/1601751941', '153731455/4805255823', '51309117/1601751941', '154129325/4805255823', '154336349/4805255823', '154547425/4805255823', '154761497/4805255823', '154977461/4805255823', '155194373/4805255823', '51803677/1601751941', '155626453/4805255823', '51946507/1601751941', '156049147/4805255823', '156254255/4805255823', '156453745/4805255823', '52215515/1601751941', '52277201/1601751941', '157007885/4805255823', '157174417/4805255823', '157330325/4805255823', '157474861/4805255823', '52535829/1601751941', '52575979/1601751941']
['12711701/400455351', '12719881/400455351', '38186992/1201366053', '4246349/133485117', '12750026/400455351', '38285675/1201366053', '38323819/1201366053', '38364299/1201366053', '38406953/1201366053', '38451527/1201366053', '38497826/1201366053', '38545580/1201366053', '38594575/1201366053', '38644531/1201366053', '12898411/400455351', '38746373/1201366053', '38797759/1201366053', '38849063/1201366053', '38900084/1201366053', '38950511/1201366053', '13000040/400455351', '39048613/1201366053', '39095758/1201366053', '39141265/1201366053', '39184915/1201366053', '39226424/1201366053', '39265598/1201366053', '39302198/1201366053', '39336080/1201366053', '39367096/1201366053', '39395221/1201366053']
['50894077/1601883851', '152774051/4805651553', '50958839/1601883851', '152989735/4805651553', '153113575/4805651553', '153247691/4805651553', '153391549/4805651553', '153544475/4805651553', '153705731/4805651553', '153874471/4805651553', '154049821/4805651553', '51410291/1601883851', '154416661/4805651553', '154606237/4805651553', '154798643/4805651553', '154992803/4805651553', '848021/26260391', '51794209/1601883851', '155576237/4805651553', '51922533/1601883851', '155955713/4805651553', '156139553/4805651553', '156318097/4805651553', '156490357/4805651553', '156655357/4805651553', '156812143/4805651553', '52319953/1601883851', '157097713/4805651553', '157225067/4805651553', '157341497/4805651553', '157446827/4805651553']
['25470675/800973149', '76454765/2402919447', '76502533/2402919447', '76555453/2402919447', '76613419/2402919447', '76676341/2402919447', '76743911/2402919447', '76815877/2402919447', '76891825/2402919447', '25657139/800973149', '25684723/800973149', '77139713/2402919447', '77227511/2402919447', '77317175/2402919447', '77408177/2402919447', '77500057/2402919447', '77592325/2402919447', '77684501/2402919447', '77776069/2402919447', '77866577/2402919447', '77955473/2402919447', '26014109/800973149', '78126581/2402919447', '78207827/2402919447', '78285527/2402919447', '26119765/800973149', '78428663/2402919447', '26164439/800973149', '78552907/2402919447', '26202435/800973149', '26218795/800973149']
['76476364/2403003443', '76516263/2403003443', '76560964/2403003443', '76610552/2403003443', '76664993/2403003443', '76724154/2403003443', '76787810/2403003443', '76855670/2403003443', '76927394/2403003443', '77002606/2403003443', '77080902/2403003443', '77161863/2403003443', '77245037/2403003443', '77329984/2403003443', '77416255/2403003443', '2094685/64946039', '77590838/2403003443', '77678205/2403003443', '77765013/2403003443', '77850759/2403003443', '77934968/2403003443', '78017166/2403003443', '78096878/2403003443', '78173645/2403003443', '78247015/2403003443', '78316563/2403003443', '78381896/2403003443', '78442671/2403003443', '78498618/2403003443', '78549571/2403003443', '78595481/2403003443']
['76540703/2403087439', '76577761/2403087439', '76619395/2403087439', '76665651/2403087439', '76716567/2403087439', '76771967/2403087439', '76831709/2403087439', '76895463/2403087439', '76962963/2403087439', '77033795/2403087439', '77107635/2403087439', '77184013/2403087439', '77262563/2403087439', '77342793/2403087439', '77424333/2403087439', '77506633/2403087439', '77589351/2403087439', '77671909/2403087439', '77753957/2403087439', '77834941/2403087439', '77914463/2403087439', '77992005/2403087439', '78067175/2403087439', '78139463/2403087439', '78208503/2403087439', '78273831/2403087439', '78335129/2403087439', '78392025/2403087439', '78444329/2403087439', '78491837/2403087439', '78534577/2403087439']
['76598935/2403162619', '76633496/2403162619', '76672378/2403162619', '76715682/2403162619', '76763409/2403162619', '76815454/2403162619', '4521861/141362507', '6993791/218469329', '76995345/2403162619', '77062228/2403162619', '77131981/2403162619', '7018565/218469329', '77278519/2403162619', '4550263/141362507', '7039242/218469329', '77509616/2403162619', '77587938/2403162619', '77666136/2403162619', '77743807/2403162619', '77820471/2403162619', '77895691/2403162619', '77969022/2403162619', '6003079/184858663', '6008329/184858663', '78173365/2403162619', '78234900/2403162619', '78292534/2403162619', '78345968/2403162619', '6030383/184858663', '7130858/218469329', '78479337/2403162619']
['76657167/2403237799', '76689231/2403237799', '76725361/2403237799', '76765713/2403237799', '76810251/2403237799', '76858941/2403237799', '76911565/2403237799', '76967939/2403237799', '77027727/2403237799', '77090661/2403237799', '77156327/2403237799', '77224417/2403237799', '77294475/2403237799', '77366149/2403237799', '77438991/2403237799', '77512599/2403237799', '77586525/2403237799', '77660363/2403237799', '77733657/2403237799', '77806001/2403237799', '77876919/2403237799', '77946039/2403237799', '78012879/2403237799', '78077091/2403237799', '78138227/2403237799', '78195969/2403237799', '78249939/2403237799', '78299911/2403237799', '78345629/2403237799', '78387039/2403237799', '78424097/2403237799']
['153419467/4806609815', '30695829/961321963', '153546569/4806609815', '153621969/4806609815', '30741079/961321963', '153796707/4806609815', '153895603/4806609815', '4400047/137331709', '22016329/686658545', '154232959/4806609815', '30871387/961321963', '154485529/4806609815', '30923595/961321963', '154753481/4806609815', '154891299/4806609815', '155030537/4806609815', '155170439/4806609815', '22187159/686658545', '155448781/4806609815', '155585551/4806609815', '155719619/4806609815', '22264307/686658545', '22282333/686658545', '22299627/686658545', '31242513/961321963', '156321161/4806609815', '156422563/4806609815', '156516249/4806609815', '31320371/961321963', '31335841/961321963', '156748327/4806609815']
['19190575/600843004', '38394957/1201686008', '9602651/300421502', '4803516/150210751', '9611893/300421502', '38468883/1201686008', '38492019/1201686008', '38516853/1201686008', '4817911/150210751', '38571149/1201686008', '4825038/150210751', '9657639/300421502', '19330875/600843004', '19346833/600843004', '19363077/600843004', '38758969/1201686008', '38791957/1201686008', '38824875/1201686008', '19428781/600843004', '38889775/1201686008', '19460675/600843004', '38952055/1201686008', '19490863/600843004', '39010149/1201686008', '39037169/1201686008', '9765649/300421502', '4885789/150210751', '39108169/1201686008', '39128113/1201686008', '39146083/1201686008', '39162115/1201686008']
['76809632/2403431807', '76835308/2403431807', '76864442/2403431807', '76897158/2403431807', '76933505/2403431807', '76973436/2403431807', '77016833/2403431807', '11009073/343347401', '77113233/2403431807', '77165723/2403431807', '77220678/2403431807', '77277769/2403431807', '77336649/2403431807', '77396948/2403431807', '77458320/2403431807', '77520351/2403431807', '77582685/2403431807', '77644909/2403431807', '11100951/343347401', '77767516/2403431807', '77827111/2403431807', '77885054/2403431807', '77940978/2403431807', '77994519/2403431807', '78045335/2403431807', '78093117/2403431807', '78137590/2403431807', '78178532/2403431807', '78215801/2403431807', '78249334/2403431807', '11182739/343347401']
['12809494/400581933', '38440351/1201745799', '12817946/400581933', '12823010/400581933', '38485933/1201745799', '12834851/400581933', '38524814/1201745799', '4282962/133527311', '38569945/1201745799', '4288286/133527311', '12873458/400581933', '38647213/1201745799', '4297211/133527311', '12901094/400581933', '4303574/133527311', '38761382/1201745799', '38790728/1201745799', '38820034/1201745799', '38849095/1201745799', '4319749/133527311', '12968587/400581933', '38932999/1201745799', '38959252/1201745799', '12994790/400581933', '13002722/400581933', '39030521/1201745799', '39051278/1201745799', '39070363/1201745799', '39087688/1201745799', '13034417/400581933', '39117058/1201745799']
['153798943/4807089443', '153842979/4807089443', '153893163/4807089443', '153949765/4807089443', '154012903/4807089443', '154082543/4807089443', '154158493/4807089443', '154240451/4807089443', '154327991/4807089443', '154420635/4807089443', '154517823/4807089443', '154618961/4807089443', '154723409/4807089443', '154830485/4807089443', '154939541/4807089443', '155049829/4807089443', '11935435/369776111', '155271281/4807089443', '11952385/369776111', '155489069/4807089443', '155594771/4807089443', '155697409/4807089443', '155796293/4807089443', '155890765/4807089443', '155980203/4807089443', '156064061/4807089443', '156141849/4807089443', '156213207/4807089443', '156277895/4807089443', '156335857/4807089443', '156387209/4807089443']
['76941979/2403597845', '76962277/2403597845', '76985487/2403597845', '15402341/480719569', '77041037/2403597845', '77073437/2403597845', '15421773/480719569', '15429427/480719569', '77188101/2403597845', '77231487/2403597845', '15455415/480719569', '15464907/480719569', '77373611/2403597845', '77423921/2403597845', '77475209/2403597845', '1409583/43701779', '77579199/2403597845', '7057383/218508895', '15536563/480719569', '77733587/2403597845', '77783249/2403597845', '77831411/2403597845', '7079799/218508895', '15584405/480719569', '77963871/2403597845', '78003019/2403597845', '78039293/2403597845', '78072481/2403597845', '7100229/218508895', '15625871/480719569', '78153093/2403597845']
['19245013/600911238', '3208286/100151873', '38510201/1201822476', '77044801/2403644952', '25690711/801214984', '38551201/1201822476', '25711845/801214984', '19292851/600911238', '9651229/300455619', '77250601/2403644952', '77293459/2403644952', '38669069/1201822476', '12897391/400607492', '6452647/200303746', '25826699/801214984', '77529001/2403644952', '9697268/300455619', '38813599/1201822476', '77675825/2403644952', '6476973/200303746', '77770435/2403644952', '77815771/2403644952', '9732421/300455619', '38950465/1201822476', '9742522/300455619', '19494215/600911238', '3250449/100151873', '26013923/801214984', '78069749/2403644952', '26031571/801214984', '78116731/2403644952']
['77018125/2403692059', '77035451/2403692059', '77055317/2403692059', '77077897/2403692059', '77103229/2403692059', '77131367/2403692059', '77162205/2403692059', '77195673/2403692059', '77231563/2403692059', '77269715/2403692059', '77309843/2403692059', '77351741/2403692059', '77395081/2403692059', '77439607/2403692059', '77484985/2403692059', '77530937/2403692059', '77577089/2403692059', '77623183/2403692059', '77668835/2403692059', '77713765/2403692059', '77757621/2403692059', '77800131/2403692059', '77840947/2403692059', '77879835/2403692059', '77916481/2403692059', '77950701/2403692059', '77982259/2403692059', '78011057/2403692059', '78036979/2403692059', '78060071/2403692059', '78080369/2403692059']
['154104265/4807467419', '154136299/4807467419', '154173139/4807467419', '154215065/4807467419', '154262239/4807467419', '154314697/4807467419', '154372335/4807467419', '154434949/4807467419', '154502231/4807467419', '154573799/4807467419', '154649201/4807467419', '154727947/4807467419', '154809509/4807467419', '154893305/4807467419', '154978773/4807467419', '155065305/4807467419', '155152261/4807467419', '155239057/4807467419', '155325041/4807467419', '155409595/4807467419', '155492121/4807467419', '155572015/4807467419', '155648701/4807467419', '155721637/4807467419', '155790325/4807467419', '155854333/4807467419', '8205963/253024601', '155966969/4807467419', '156015223/4807467419', '156058081/4807467419', '156095705/4807467419']
['3854307/120188768', '4818803/150235960', '38558911/1201887680', '4821073/150235960', '7715901/240377536', '157517/4905664', '7721013/240377536', '19309819/600943840', '19317667/600943840', '19326021/600943840', '38669679/1201887680', '38688103/1201887680', '2764801/85849120', '5532407/171698240', '19373447/600943840', '2422949/75117980', '19393793/600943840', '5543991/171698240', '38828103/1201887680', '7769583/240377536', '3886725/120188768', '19442971/600943840', '38903877/1201887680', '38920901/1201887680', '19468461/600943840', '4868977/150235960', '38965519/1201887680', '9744489/300471920', '19494561/600943840', '7799801/240377536', '1393131/42924560']
['154232875/4807624231', '154260045/4807624231', '154291441/4807624231', '154327335/4807624231', '154367907/4807624231', '154413213/4807624231', '154463195/4807624231', '154517679/4807624231', '154576411/4807624231', '154639051/4807624231', '154705203/4807624231', '154774415/4807624231', '154846217/4807624231', '154920069/4807624231', '154995449/4807624231', '155071819/4807624231', '155148559/4807624231', '155225155/4807624231', '155300991/4807624231', '155375505/4807624231', '155448145/4807624231', '155518357/4807624231', '155585619/4807624231', '155649435/4807624231', '155709373/4807624231', '155765041/4807624231', '155816139/4807624231', '155862461/4807624231', '155903927/4807624231', '155940583/4807624231', '155972617/4807624231']
['77146735/2403848871', '77159197/2403848871', '77173619/2403848871', '77190167/2403848871', '25736299/801282957', '77229883/2403848871', '77253065/2403848871', '77278403/2403848871', '8589527/267094319', '77334967/2403848871', '8596205/267094319', '8599801/267094319', '77431789/2403848871', '77466371/2403848871', '25833887/801282957', '25845817/801282957', '77573387/2403848871', '77609281/2403848871', '25881595/801282957', '8631075/267094319', '77713645/2403848871', '8638497/267094319', '8641985/267094319', '77807633/2403848871', '77835529/2403848871', '25953803/801282957', '77885101/2403848871', '77906549/2403848871', '77925683/2403848871', '77942573/2403848871', '77957281/2403848871']
['154347295/4807762409', '154370251/4807762409', '154396907/4807762409', '154427529/4807762409', '154462297/4807762409', '154501299/4807762409', '154544501/4807762409', '154591767/4807762409', '154642883/4807762409', '154697555/4807762409', '154755427/4807762409', '154816103/4807762409', '154879145/4807762409', '154944067/4807762409', '155010381/4807762409', '155077615/4807762409', '155145165/4807762409', '155212595/4807762409', '155279309/4807762409', '155344807/4807762409', '155408579/4807762409', '155470117/4807762409', '155528945/4807762409', '155584629/4807762409', '155636771/4807762409', '155685037/4807762409', '155729177/4807762409', '155769023/4807762409', '155804525/4807762409', '155835769/4807762409', '155862939/4807762409']
['38600280/1201956769', '38605527/1201956769', '38611644/1201956769', '38618681/1201956769', '38626700/1201956769', '38635708/1201956769', '38645718/1201956769', '38656682/1201956769', '38668570/1201956769', '38681294/1201956769', '38694791/1201956769', '38708947/1201956769', '38723678/1201956769', '38738848/1201956769', '38754360/1201956769', '2982314/92458213', '38785889/1201956769', '38801657/1201956769', '38817262/1201956769', '38832566/1201956769', '38847467/1201956769', '38861822/1201956769', '38875540/1201956769', '38888498/1201956769', '38900621/1201956769', '38911814/1201956769', '38922038/1201956769', '38931237/1201956769', '38939421/1201956769', '38946598/1201956769', '38952829/1201956769']
['77224402/2403941927', '77234062/2403941927', '77245334/2403941927', '77258346/2403941927', '77273193/2403941927', '77289921/2403941927', '77308531/2403941927', '77328969/2403941927', '77351146/2403941927', '77374934/2403941927', '77400180/2403941927', '77426701/2403941927', '77454303/2403941927', '77482766/2403941927', '77511860/2403941927', '77541376/2403941927', '77571037/2403941927', '77600638/2403941927', '77629907/2403941927', '77658619/2403941927', '77686538/2403941927', '77713430/2403941927', '77739086/2403941927', '77763306/2403941927', '77785918/2403941927', '77806778/2403941927', '77825779/2403941927', '77842855/2403941927', '77858002/2403941927', '77871266/2403941927', '77882744/2403941927']
['19312061/600992579', '3511685/109271378', '19316845/600992579', '38639665/1201985158', '38646493/1201985158', '38654213/1201985158', '38662813/1201985158', '38672287/1201985158', '19341288/600992579', '19346820/600992579', '38705389/1201985158', '19358877/600992579', '38730625/1201985158', '19371959/600992579', '19378750/600992579', '19385647/600992579', '19392574/600992579', '38798981/1201985158', '38812645/1201985158', '38826053/1201985158', '38839071/1201985158', '19425804/600992579', '19431773/600992579', '19437404/600992579', '3535027/109271378', '19447482/600992579', '38903741/1201985158', '19455809/600992579', '38918581/1201985158', '19462334/600992579', '38929915/1201985158']
